JE_NO,EFF_DATE,ACCOUNT,AMOUNT,SOURCE,COMPANY,FY,Fabricated_JE,TYPE,ACCOUNT_DC
JE-1133,2018-05-08,3161,-33479.98,4,2,2018-05-01 – 2019-04-28,0,0,3161_C
JE-1134,2019-05-19,2177,-18671.24,5,3,2019-05-01 – 2020-04-28,0,0,2177_C
JE-1134,2019-05-19,2261,5827.44,5,3,2019-05-01 – 2020-04-28,0,0,2261_D
JE-1134,2019-05-19,3182,-38561.21,5,3,2019-05-01 – 2020-04-28,0,0,3182_C
JE-1134,2019-05-19,2133,-5827.44,5,3,2019-05-01 – 2020-04-28,0,0,2133_C
JE-1134,2019-05-19,1172,18671.24,5,3,2019-05-01 – 2020-04-28,0,0,1172_D
JE-1134,2019-05-19,2158,38561.21,5,3,2019-05-01 – 2020-04-28,0,0,2158_D
JE-1135,2019-08-12,3184,2591.74,1,5,2019-08-01 – 2020-07-28,0,0,3184_D
JE-1135,2019-08-12,2291,-37972.01,1,5,2019-08-01 – 2020-07-28,0,0,2291_C
JE-1135,2019-08-12,1125,37972.01,1,5,2019-08-01 – 2020-07-28,0,0,1125_D
JE-1135,2019-08-12,2244,-2591.74,1,5,2019-08-01 – 2020-07-28,0,0,2244_C
JE-1136,2019-10-27,2247,7634.55,4,2,2019-10-01 – 2020-09-28,0,0,2247_D
JE-1136,2019-10-27,2152,38118.52,4,2,2019-10-01 – 2020-09-28,0,0,2152_D
JE-1136,2019-10-27,2186,-38118.52,4,2,2019-10-01 – 2020-09-28,0,0,2186_C
JE-1136,2019-10-27,2149,-7634.55,4,2,2019-10-01 – 2020-09-28,0,0,2149_C
JE-1137,2019-06-29,3168,19470.77,3,8,2019-06-01 – 2020-05-28,0,0,3168_D
JE-1137,2019-06-29,2249,-19470.77,3,8,2019-06-01 – 2020-05-28,0,0,2249_C
JE-1138,2018-08-07,3133,-3827.32,2,4,2018-08-01 – 2019-07-28,0,0,3133_C
JE-1138,2018-08-07,2157,17533.93,2,4,2018-08-01 – 2019-07-28,0,0,2157_D
JE-1138,2018-08-07,2286,-46663.95,2,4,2018-08-01 – 2019-07-28,0,0,2286_C
JE-1138,2018-08-07,2203,46663.95,2,4,2018-08-01 – 2019-07-28,0,0,2203_D
JE-1138,2018-08-07,3126,3827.32,2,4,2018-08-01 – 2019-07-28,0,0,3126_D
JE-1138,2018-08-07,1172,-17533.93,2,4,2018-08-01 – 2019-07-28,0,0,1172_C
JE-1139,2019-09-17,2265,31293.11,1,7,2019-09-01 – 2020-08-28,0,0,2265_D
JE-1139,2019-09-17,2163,-29689.03,1,7,2019-09-01 – 2020-08-28,0,0,2163_C
JE-1139,2019-09-17,2245,29689.03,1,7,2019-09-01 – 2020-08-28,0,0,2245_D
JE-1139,2019-09-17,3136,-19571.98,1,7,2019-09-01 – 2020-08-28,0,0,3136_C
JE-1139,2019-09-17,2170,19571.98,1,7,2019-09-01 – 2020-08-28,0,0,2170_D
JE-1139,2019-09-17,2173,-31293.11,1,7,2019-09-01 – 2020-08-28,0,0,2173_C
JE-1140,2019-01-29,2148,21990.91,5,8,2019-01-01 – 2020-12-28,0,0,2148_D
JE-1140,2019-01-29,2122,-21990.91,5,8,2019-01-01 – 2020-12-28,0,0,2122_C
JE-1141,2018-03-17,3187,25200.32,2,4,2018-03-01 – 2019-02-28,0,0,3187_D
JE-1141,2018-03-17,3110,-25200.32,2,4,2018-03-01 – 2019-02-28,0,0,3110_C
JE-1141,2018-03-17,3135,11999.77,2,4,2018-03-01 – 2019-02-28,0,0,3135_D
JE-1141,2018-03-17,2297,-11999.77,2,4,2018-03-01 – 2019-02-28,0,0,2297_C
JE-1142,2018-08-15,1146,6598.27,1,3,2018-08-01 – 2019-07-28,0,0,1146_D
JE-1142,2018-08-15,3170,-20490.21,1,3,2018-08-01 – 2019-07-28,0,0,3170_C
JE-1142,2018-08-15,1189,20490.21,1,3,2018-08-01 – 2019-07-28,0,0,1189_D
JE-1142,2018-08-15,2107,-6598.27,1,3,2018-08-01 – 2019-07-28,0,0,2107_C
JE-1143,2018-12-20,2160,7302.59,3,8,2018-12-01 – 2019-11-28,0,0,2160_D
JE-1143,2018-12-20,3147,26993.82,3,8,2018-12-01 – 2019-11-28,0,0,3147_D
JE-1143,2018-12-20,2203,-7302.59,3,8,2018-12-01 – 2019-11-28,0,0,2203_C
JE-1143,2018-12-20,1148,-26993.82,3,8,2018-12-01 – 2019-11-28,0,0,1148_C
JE-1144,2019-04-01,2114,44560.66,6,6,2019-04-01 – 2020-03-28,0,0,2114_D
JE-1144,2019-04-01,2297,-29545.95,6,6,2019-04-01 – 2020-03-28,0,0,2297_C
JE-1144,2019-04-01,2187,29545.95,6,6,2019-04-01 – 2020-03-28,0,0,2187_D
JE-1144,2019-04-01,2281,-44560.66,6,6,2019-04-01 – 2020-03-28,0,0,2281_C
JE-1145,2018-09-14,2292,35253.01,2,3,2018-09-01 – 2019-08-28,0,0,2292_D
JE-1145,2018-09-14,3112,-30765.25,2,3,2018-09-01 – 2019-08-28,0,0,3112_C
JE-1145,2018-09-14,2264,-35253.01,2,3,2018-09-01 – 2019-08-28,0,0,2264_C
JE-1145,2018-09-14,2120,30765.25,2,3,2018-09-01 – 2019-08-28,0,0,2120_D
JE-1146,2019-09-29,3180,17702.65,3,7,2019-09-01 – 2020-08-28,0,0,3180_D
JE-1146,2019-09-29,2255,-17702.65,3,7,2019-09-01 – 2020-08-28,0,0,2255_C
JE-1147,2018-08-07,3126,-39377.54,2,2,2018-08-01 – 2019-07-28,0,0,3126_C
JE-1147,2018-08-07,2173,21576.77,2,2,2018-08-01 – 2019-07-28,0,0,2173_D
JE-1147,2018-08-07,2149,-31685.52,2,2,2018-08-01 – 2019-07-28,0,0,2149_C
JE-1147,2018-08-07,2143,39377.54,2,2,2018-08-01 – 2019-07-28,0,0,2143_D
JE-1147,2018-08-07,2205,-21576.77,2,2,2018-08-01 – 2019-07-28,0,0,2205_C
JE-1147,2018-08-07,2120,31685.52,2,2,2018-08-01 – 2019-07-28,0,0,2120_D
JE-1148,2019-10-15,2285,12725.52,5,3,2019-10-01 – 2020-09-28,0,0,2285_D
JE-1148,2019-10-15,3126,29645.79,5,3,2019-10-01 – 2020-09-28,0,0,3126_D
JE-1148,2019-10-15,1170,-29645.79,5,3,2019-10-01 – 2020-09-28,0,0,1170_C
JE-1148,2019-10-15,2161,-12725.52,5,3,2019-10-01 – 2020-09-28,0,0,2161_C
JE-1149,2019-12-24,3187,-4412.71,2,3,2019-12-01 – 2020-11-28,0,0,3187_C
JE-1149,2019-12-24,3190,4412.71,2,3,2019-12-01 – 2020-11-28,0,0,3190_D
JE-1150,2018-08-04,2100,-25228.49,1,3,2018-08-01 – 2019-07-28,0,0,2100_C
JE-1150,2018-08-04,3175,25228.49,1,3,2018-08-01 – 2019-07-28,0,0,3175_D
JE-1151,2018-11-10,3225,43289.49,5,2,2018-11-01 – 2019-10-28,0,0,3225_D
JE-1151,2018-11-10,2247,-43289.49,5,2,2018-11-01 – 2019-10-28,0,0,2247_C
JE-1152,2019-08-17,2255,49444.02,3,1,2019-08-01 – 2020-07-28,0,0,2255_D
JE-1152,2019-08-17,1135,11730.85,3,1,2019-08-01 – 2020-07-28,0,0,1135_D
JE-1152,2019-08-17,3186,-11730.85,3,1,2019-08-01 – 2020-07-28,0,0,3186_C
JE-1152,2019-08-17,2247,24208.24,3,1,2019-08-01 – 2020-07-28,0,0,2247_D
JE-1152,2019-08-17,2278,-49444.02,3,1,2019-08-01 – 2020-07-28,0,0,2278_C
JE-1152,2019-08-17,2203,-24208.24,3,1,2019-08-01 – 2020-07-28,0,0,2203_C
JE-1153,2018-03-15,3150,-10976.13,6,4,2018-03-01 – 2019-02-28,0,0,3150_C
JE-1153,2018-03-15,3150,10976.13,6,4,2018-03-01 – 2019-02-28,0,0,3150_D
JE-1154,2018-10-15,2162,-42617.08,7,7,2018-10-01 – 2019-09-28,0,0,2162_C
JE-1154,2018-10-15,1164,42617.08,7,7,2018-10-01 – 2019-09-28,0,0,1164_D
JE-1155,2019-11-23,1108,-42558.15,4,4,2019-11-01 – 2020-10-28,0,0,1108_C
JE-1155,2019-11-23,3111,-8955.97,4,4,2019-11-01 – 2020-10-28,0,0,3111_C
JE-1155,2019-11-23,2122,8955.97,4,4,2019-11-01 – 2020-10-28,0,0,2122_D
JE-1155,2019-11-23,2148,42558.15,4,4,2019-11-01 – 2020-10-28,0,0,2148_D
JE-1156,2018-09-29,3194,27174.04,3,3,2018-09-01 – 2019-08-28,0,0,3194_D
JE-1156,2018-09-29,1165,29253.48,3,3,2018-09-01 – 2019-08-28,0,0,1165_D
JE-1156,2018-09-29,3186,-29253.48,3,3,2018-09-01 – 2019-08-28,0,0,3186_C
JE-1156,2018-09-29,2174,-27174.04,3,3,2018-09-01 – 2019-08-28,0,0,2174_C
JE-1156,2018-09-29,3137,-38573.06,3,3,2018-09-01 – 2019-08-28,0,0,3137_C
JE-1156,2018-09-29,1197,38573.06,3,3,2018-09-01 – 2019-08-28,0,0,1197_D
JE-1157,2018-06-03,3128,-13924.77,1,9,2018-06-01 – 2019-05-28,0,0,3128_C
JE-1157,2018-06-03,2279,13924.77,1,9,2018-06-01 – 2019-05-28,0,0,2279_D
JE-1158,2019-12-27,3212,-6700.44,3,9,2019-12-01 – 2020-11-28,0,0,3212_C
JE-1158,2019-12-27,2240,6700.44,3,9,2019-12-01 – 2020-11-28,0,0,2240_D
JE-1158,2019-12-27,2227,-49588.66,3,9,2019-12-01 – 2020-11-28,0,0,2227_C
JE-1158,2019-12-27,2149,2665.65,3,9,2019-12-01 – 2020-11-28,0,0,2149_D
JE-1158,2019-12-27,2167,49588.66,3,9,2019-12-01 – 2020-11-28,0,0,2167_D
JE-1158,2019-12-27,3223,-2665.65,3,9,2019-12-01 – 2020-11-28,0,0,3223_C
JE-1159,2018-07-04,1173,48553.57,6,8,2018-07-01 – 2019-06-28,0,0,1173_D
JE-1159,2018-07-04,3203,-13610.98,6,8,2018-07-01 – 2019-06-28,0,0,3203_C
JE-1159,2018-07-04,2217,-48553.57,6,8,2018-07-01 – 2019-06-28,0,0,2217_C
JE-1159,2018-07-04,2238,13610.98,6,8,2018-07-01 – 2019-06-28,0,0,2238_D
JE-1160,2019-08-06,3160,-19681.37,3,6,2019-08-01 – 2020-07-28,0,0,3160_C
JE-1160,2019-08-06,1192,3156.36,3,6,2019-08-01 – 2020-07-28,0,0,1192_D
JE-1160,2019-08-06,3111,-29084.61,3,6,2019-08-01 – 2020-07-28,0,0,3111_C
JE-1160,2019-08-06,1196,-3156.36,3,6,2019-08-01 – 2020-07-28,0,0,1196_C
JE-1160,2019-08-06,1181,19681.37,3,6,2019-08-01 – 2020-07-28,0,0,1181_D
JE-1160,2019-08-06,2153,29084.61,3,6,2019-08-01 – 2020-07-28,0,0,2153_D
JE-1161,2019-08-09,3155,34541.94,7,9,2019-08-01 – 2020-07-28,0,0,3155_D
JE-1161,2019-08-09,2165,41279.87,7,9,2019-08-01 – 2020-07-28,0,0,2165_D
JE-1161,2019-08-09,3191,-41279.87,7,9,2019-08-01 – 2020-07-28,0,0,3191_C
JE-1161,2019-08-09,2116,-34541.94,7,9,2019-08-01 – 2020-07-28,0,0,2116_C
JE-1161,2019-08-09,2228,38799.99,7,9,2019-08-01 – 2020-07-28,0,0,2228_D
JE-1161,2019-08-09,2249,-38799.99,7,9,2019-08-01 – 2020-07-28,0,0,2249_C
JE-1162,2019-11-05,3121,-32636.71,3,5,2019-11-01 – 2020-10-28,0,0,3121_C
JE-1162,2019-11-05,3140,32636.71,3,5,2019-11-01 – 2020-10-28,0,0,3140_D
JE-1162,2019-11-05,3200,-7200.48,3,5,2019-11-01 – 2020-10-28,0,0,3200_C
JE-1162,2019-11-05,3214,49820.83,3,5,2019-11-01 – 2020-10-28,0,0,3214_D
JE-1162,2019-11-05,2247,7200.48,3,5,2019-11-01 – 2020-10-28,0,0,2247_D
JE-1162,2019-11-05,2275,-49820.83,3,5,2019-11-01 – 2020-10-28,0,0,2275_C
JE-1163,2018-07-23,2271,-44299.35,4,3,2018-07-01 – 2019-06-28,0,0,2271_C
JE-1163,2018-07-23,2226,-3445.97,4,3,2018-07-01 – 2019-06-28,0,0,2226_C
JE-1163,2018-07-23,2131,3445.97,4,3,2018-07-01 – 2019-06-28,0,0,2131_D
JE-1163,2018-07-23,2147,-33956.38,4,3,2018-07-01 – 2019-06-28,0,0,2147_C
JE-1163,2018-07-23,3216,44299.35,4,3,2018-07-01 – 2019-06-28,0,0,3216_D
JE-1163,2018-07-23,1177,33956.38,4,3,2018-07-01 – 2019-06-28,0,0,1177_D
JE-1164,2018-05-31,1178,44114.15,2,9,2018-05-01 – 2019-04-28,0,0,1178_D
JE-1164,2018-05-31,3199,-44114.15,2,9,2018-05-01 – 2019-04-28,0,0,3199_C
JE-1165,2018-01-29,2203,45860.01,6,7,2018-01-01 – 2019-12-28,0,0,2203_D
JE-1165,2018-01-29,3118,35918.65,6,7,2018-01-01 – 2019-12-28,0,0,3118_D
JE-1165,2018-01-29,1179,-45860.01,6,7,2018-01-01 – 2019-12-28,0,0,1179_C
JE-1165,2018-01-29,2168,-35918.65,6,7,2018-01-01 – 2019-12-28,0,0,2168_C
JE-1166,2018-01-27,3170,5088.06,2,3,2018-01-01 – 2019-12-28,0,0,3170_D
JE-1166,2018-01-27,2156,11516.02,2,3,2018-01-01 – 2019-12-28,0,0,2156_D
JE-1166,2018-01-27,3128,-11516.02,2,3,2018-01-01 – 2019-12-28,0,0,3128_C
JE-1166,2018-01-27,3220,-13853.25,2,3,2018-01-01 – 2019-12-28,0,0,3220_C
JE-1166,2018-01-27,3203,13853.25,2,3,2018-01-01 – 2019-12-28,0,0,3203_D
JE-1166,2018-01-27,2215,-5088.06,2,3,2018-01-01 – 2019-12-28,0,0,2215_C
JE-1167,2018-06-28,2272,-28824.42,3,8,2018-06-01 – 2019-05-28,0,0,2272_C
JE-1167,2018-06-28,2147,32214.24,3,8,2018-06-01 – 2019-05-28,0,0,2147_D
JE-1167,2018-06-28,2269,28824.42,3,8,2018-06-01 – 2019-05-28,0,0,2269_D
JE-1167,2018-06-28,1177,-32214.24,3,8,2018-06-01 – 2019-05-28,0,0,1177_C
JE-1168,2019-01-01,3164,-28352.03,4,9,2019-01-01 – 2020-12-28,0,0,3164_C
JE-1168,2019-01-01,1148,28352.03,4,9,2019-01-01 – 2020-12-28,0,0,1148_D
JE-1169,2018-07-24,2164,5103.93,5,1,2018-07-01 – 2019-06-28,0,0,2164_D
JE-1169,2018-07-24,3213,42670.79,5,1,2018-07-01 – 2019-06-28,0,0,3213_D
JE-1169,2018-07-24,2101,-42670.79,5,1,2018-07-01 – 2019-06-28,0,0,2101_C
JE-1169,2018-07-24,1194,-2885.13,5,1,2018-07-01 – 2019-06-28,0,0,1194_C
JE-1169,2018-07-24,1157,2885.13,5,1,2018-07-01 – 2019-06-28,0,0,1157_D
JE-1169,2018-07-24,1114,-5103.93,5,1,2018-07-01 – 2019-06-28,0,0,1114_C
JE-1170,2019-06-30,2238,-34388.09,1,6,2019-06-01 – 2020-05-28,0,0,2238_C
JE-1170,2019-06-30,1196,-31824.84,1,6,2019-06-01 – 2020-05-28,0,0,1196_C
JE-1170,2019-06-30,1174,-31706.54,1,6,2019-06-01 – 2020-05-28,0,0,1174_C
JE-1170,2019-06-30,3162,34388.09,1,6,2019-06-01 – 2020-05-28,0,0,3162_D
JE-1170,2019-06-30,1104,31824.84,1,6,2019-06-01 – 2020-05-28,0,0,1104_D
JE-1170,2019-06-30,3132,31706.54,1,6,2019-06-01 – 2020-05-28,0,0,3132_D
JE-1171,2019-07-21,2136,41171.36,5,9,2019-07-01 – 2020-06-28,0,0,2136_D
JE-1171,2019-07-21,3125,-31678.82,5,9,2019-07-01 – 2020-06-28,0,0,3125_C
JE-1171,2019-07-21,2124,31678.82,5,9,2019-07-01 – 2020-06-28,0,0,2124_D
JE-1171,2019-07-21,3177,-48205.73,5,9,2019-07-01 – 2020-06-28,0,0,3177_C
JE-1171,2019-07-21,1181,48205.73,5,9,2019-07-01 – 2020-06-28,0,0,1181_D
JE-1171,2019-07-21,2115,-41171.36,5,9,2019-07-01 – 2020-06-28,0,0,2115_C
JE-1172,2018-09-04,3143,1540.02,2,6,2018-09-01 – 2019-08-28,0,0,3143_D
JE-1172,2018-09-04,2254,16075.82,2,6,2018-09-01 – 2019-08-28,0,0,2254_D
JE-1172,2018-09-04,3202,-18835.02,2,6,2018-09-01 – 2019-08-28,0,0,3202_C
JE-1172,2018-09-04,2238,18835.02,2,6,2018-09-01 – 2019-08-28,0,0,2238_D
JE-1172,2018-09-04,3126,-16075.82,2,6,2018-09-01 – 2019-08-28,0,0,3126_C
JE-1172,2018-09-04,1177,-1540.02,2,6,2018-09-01 – 2019-08-28,0,0,1177_C
JE-1173,2018-12-17,3129,28197.59,1,6,2018-12-01 – 2019-11-28,0,0,3129_D
JE-1173,2018-12-17,2240,-28197.59,1,6,2018-12-01 – 2019-11-28,0,0,2240_C
JE-1174,2018-10-25,1139,-4245.45,4,3,2018-10-01 – 2019-09-28,0,0,1139_C
JE-1174,2018-10-25,1183,4245.45,4,3,2018-10-01 – 2019-09-28,0,0,1183_D
JE-1175,2019-01-05,2286,-43518.01,5,4,2019-01-01 – 2020-12-28,0,0,2286_C
JE-1175,2019-01-05,3122,-29361.64,5,4,2019-01-01 – 2020-12-28,0,0,3122_C
JE-1175,2019-01-05,2266,43518.01,5,4,2019-01-01 – 2020-12-28,0,0,2266_D
JE-1175,2019-01-05,2150,-30718.04,5,4,2019-01-01 – 2020-12-28,0,0,2150_C
JE-1175,2019-01-05,1105,29361.64,5,4,2019-01-01 – 2020-12-28,0,0,1105_D
JE-1175,2019-01-05,1117,30718.04,5,4,2019-01-01 – 2020-12-28,0,0,1117_D
JE-1176,2018-01-09,3144,31559.07,7,2,2018-01-01 – 2019-12-28,0,0,3144_D
JE-1176,2018-01-09,1192,-20107.98,7,2,2018-01-01 – 2019-12-28,0,0,1192_C
JE-1176,2018-01-09,1106,20107.98,7,2,2018-01-01 – 2019-12-28,0,0,1106_D
JE-1176,2018-01-09,3214,-31559.07,7,2,2018-01-01 – 2019-12-28,0,0,3214_C
JE-1177,2019-07-28,1179,41903.05,4,9,2019-07-01 – 2020-06-28,0,0,1179_D
JE-1177,2019-07-28,2255,-41903.05,4,9,2019-07-01 – 2020-06-28,0,0,2255_C
JE-1178,2019-03-19,1129,-18311.97,2,5,2019-03-01 – 2020-02-28,0,0,1129_C
JE-1178,2019-03-19,1161,18311.97,2,5,2019-03-01 – 2020-02-28,0,0,1161_D
JE-1178,2019-03-19,2103,42147.68,2,5,2019-03-01 – 2020-02-28,0,0,2103_D
JE-1178,2019-03-19,3149,46745.07,2,5,2019-03-01 – 2020-02-28,0,0,3149_D
JE-1178,2019-03-19,2206,-46745.07,2,5,2019-03-01 – 2020-02-28,0,0,2206_C
JE-1178,2019-03-19,3202,-42147.68,2,5,2019-03-01 – 2020-02-28,0,0,3202_C
JE-1179,2018-02-10,1151,-44688.34,4,3,2018-02-01 – 2019-01-28,0,0,1151_C
JE-1179,2018-02-10,2118,27709.02,4,3,2018-02-01 – 2019-01-28,0,0,2118_D
JE-1179,2018-02-10,3158,-27709.02,4,3,2018-02-01 – 2019-01-28,0,0,3158_C
JE-1179,2018-02-10,2219,-35491.8,4,3,2018-02-01 – 2019-01-28,0,0,2219_C
JE-1179,2018-02-10,2137,35491.8,4,3,2018-02-01 – 2019-01-28,0,0,2137_D
JE-1179,2018-02-10,1112,44688.34,4,3,2018-02-01 – 2019-01-28,0,0,1112_D
JE-1180,2018-01-20,2270,-9728.37,5,4,2018-01-01 – 2019-12-28,0,0,2270_C
JE-1180,2018-01-20,2102,19911.38,5,4,2018-01-01 – 2019-12-28,0,0,2102_D
JE-1180,2018-01-20,1153,-37535.83,5,4,2018-01-01 – 2019-12-28,0,0,1153_C
JE-1180,2018-01-20,3141,9728.37,5,4,2018-01-01 – 2019-12-28,0,0,3141_D
JE-1180,2018-01-20,3168,-19911.38,5,4,2018-01-01 – 2019-12-28,0,0,3168_C
JE-1180,2018-01-20,3192,37535.83,5,4,2018-01-01 – 2019-12-28,0,0,3192_D
JE-1181,2019-09-24,2123,-47214.89,5,6,2019-09-01 – 2020-08-28,0,0,2123_C
JE-1181,2019-09-24,3178,-1758.84,5,6,2019-09-01 – 2020-08-28,0,0,3178_C
JE-1181,2019-09-24,2208,47214.89,5,6,2019-09-01 – 2020-08-28,0,0,2208_D
JE-1181,2019-09-24,2273,1758.84,5,6,2019-09-01 – 2020-08-28,0,0,2273_D
JE-1182,2018-12-11,1161,-32992.32,1,6,2018-12-01 – 2019-11-28,0,0,1161_C
JE-1182,2018-12-11,3210,32992.32,1,6,2018-12-01 – 2019-11-28,0,0,3210_D
JE-1183,2018-02-21,2263,-43965.45,4,6,2018-02-01 – 2019-01-28,0,0,2263_C
JE-1183,2018-02-21,2132,-46172.51,4,6,2018-02-01 – 2019-01-28,0,0,2132_C
JE-1183,2018-02-21,1121,43965.45,4,6,2018-02-01 – 2019-01-28,0,0,1121_D
JE-1183,2018-02-21,1175,46172.51,4,6,2018-02-01 – 2019-01-28,0,0,1175_D
JE-1184,2019-08-17,2281,-46626.99,6,5,2019-08-01 – 2020-07-28,0,0,2281_C
JE-1184,2019-08-17,3106,46626.99,6,5,2019-08-01 – 2020-07-28,0,0,3106_D
JE-1184,2019-08-17,3221,45208.55,6,5,2019-08-01 – 2020-07-28,0,0,3221_D
JE-1184,2019-08-17,2186,-45208.55,6,5,2019-08-01 – 2020-07-28,0,0,2186_C
JE-1185,2019-07-02,2280,40473.68,6,8,2019-07-01 – 2020-06-28,0,0,2280_D
JE-1185,2019-07-02,1180,-45890.53,6,8,2019-07-01 – 2020-06-28,0,0,1180_C
JE-1185,2019-07-02,3206,-40473.68,6,8,2019-07-01 – 2020-06-28,0,0,3206_C
JE-1185,2019-07-02,1166,45890.53,6,8,2019-07-01 – 2020-06-28,0,0,1166_D
JE-1186,2019-08-24,2250,5131.88,1,6,2019-08-01 – 2020-07-28,0,0,2250_D
JE-1186,2019-08-24,1194,-5131.88,1,6,2019-08-01 – 2020-07-28,0,0,1194_C
JE-1187,2019-06-07,3165,44302.54,6,6,2019-06-01 – 2020-05-28,0,0,3165_D
JE-1187,2019-06-07,1111,-44302.54,6,6,2019-06-01 – 2020-05-28,0,0,1111_C
JE-1188,2019-03-15,2146,44043.83,3,3,2019-03-01 – 2020-02-28,0,0,2146_D
JE-1188,2019-03-15,2185,16865.44,3,3,2019-03-01 – 2020-02-28,0,0,2185_D
JE-1188,2019-03-15,1105,-16865.44,3,3,2019-03-01 – 2020-02-28,0,0,1105_C
JE-1188,2019-03-15,1189,-44043.83,3,3,2019-03-01 – 2020-02-28,0,0,1189_C
JE-1189,2019-09-26,2234,8558.38,5,8,2019-09-01 – 2020-08-28,0,0,2234_D
JE-1189,2019-09-26,2228,-11937.23,5,8,2019-09-01 – 2020-08-28,0,0,2228_C
JE-1189,2019-09-26,2255,45671.27,5,8,2019-09-01 – 2020-08-28,0,0,2255_D
JE-1189,2019-09-26,1182,11937.23,5,8,2019-09-01 – 2020-08-28,0,0,1182_D
JE-1189,2019-09-26,2284,-8558.38,5,8,2019-09-01 – 2020-08-28,0,0,2284_C
JE-1189,2019-09-26,1118,-45671.27,5,8,2019-09-01 – 2020-08-28,0,0,1118_C
JE-1190,2019-10-06,3226,-24641.28,7,2,2019-10-01 – 2020-09-28,0,0,3226_C
JE-1190,2019-10-06,3204,-29331.48,7,2,2019-10-01 – 2020-09-28,0,0,3204_C
JE-1190,2019-10-06,2115,24641.28,7,2,2019-10-01 – 2020-09-28,0,0,2115_D
JE-1190,2019-10-06,2224,29331.48,7,2,2019-10-01 – 2020-09-28,0,0,2224_D
JE-1191,2018-04-02,2254,19000.47,4,5,2018-04-01 – 2019-03-28,0,0,2254_D
JE-1191,2018-04-02,2197,-19000.47,4,5,2018-04-01 – 2019-03-28,0,0,2197_C
JE-1192,2018-11-02,1161,46070.7,1,9,2018-11-01 – 2019-10-28,0,0,1161_D
JE-1192,2018-11-02,2278,-20990.57,1,9,2018-11-01 – 2019-10-28,0,0,2278_C
JE-1192,2018-11-02,3110,20990.57,1,9,2018-11-01 – 2019-10-28,0,0,3110_D
JE-1192,2018-11-02,2211,-46070.7,1,9,2018-11-01 – 2019-10-28,0,0,2211_C
JE-1193,2018-09-01,1161,6722.93,3,1,2018-09-01 – 2019-08-28,0,0,1161_D
JE-1193,2018-09-01,3102,45191.57,3,1,2018-09-01 – 2019-08-28,0,0,3102_D
JE-1193,2018-09-01,2112,-6722.93,3,1,2018-09-01 – 2019-08-28,0,0,2112_C
JE-1193,2018-09-01,2238,-45191.57,3,1,2018-09-01 – 2019-08-28,0,0,2238_C
JE-1193,2018-09-01,1190,-20253.85,3,1,2018-09-01 – 2019-08-28,0,0,1190_C
JE-1193,2018-09-01,1192,20253.85,3,1,2018-09-01 – 2019-08-28,0,0,1192_D
JE-1194,2018-04-29,2189,7192.26,6,3,2018-04-01 – 2019-03-28,0,0,2189_D
JE-1194,2018-04-29,1114,-10615.11,6,3,2018-04-01 – 2019-03-28,0,0,1114_C
JE-1194,2018-04-29,2217,10615.11,6,3,2018-04-01 – 2019-03-28,0,0,2217_D
JE-1194,2018-04-29,2280,-7192.26,6,3,2018-04-01 – 2019-03-28,0,0,2280_C
JE-1195,2019-08-30,2154,34638.5,4,9,2019-08-01 – 2020-07-28,0,0,2154_D
JE-1195,2019-08-30,2188,-34638.5,4,9,2019-08-01 – 2020-07-28,0,0,2188_C
JE-1196,2019-05-26,1120,47425.62,6,3,2019-05-01 – 2020-04-28,0,0,1120_D
JE-1196,2019-05-26,1157,-47425.62,6,3,2019-05-01 – 2020-04-28,0,0,1157_C
JE-1197,2018-01-13,2120,-42657.98,2,2,2018-01-01 – 2019-12-28,0,0,2120_C
JE-1197,2018-01-13,3116,42657.98,2,2,2018-01-01 – 2019-12-28,0,0,3116_D
JE-1198,2018-03-02,1136,22089.54,2,5,2018-03-01 – 2019-02-28,0,0,1136_D
JE-1198,2018-03-02,2156,28772.69,2,5,2018-03-01 – 2019-02-28,0,0,2156_D
JE-1198,2018-03-02,3133,-28772.69,2,5,2018-03-01 – 2019-02-28,0,0,3133_C
JE-1198,2018-03-02,1165,-25359.1,2,5,2018-03-01 – 2019-02-28,0,0,1165_C
JE-1198,2018-03-02,3198,-22089.54,2,5,2018-03-01 – 2019-02-28,0,0,3198_C
JE-1198,2018-03-02,3156,25359.1,2,5,2018-03-01 – 2019-02-28,0,0,3156_D
JE-1199,2019-11-17,1189,-19721.75,7,4,2019-11-01 – 2020-10-28,0,0,1189_C
JE-1199,2019-11-17,3112,-47756.0,7,4,2019-11-01 – 2020-10-28,0,0,3112_C
JE-1199,2019-11-17,2295,39264.17,7,4,2019-11-01 – 2020-10-28,0,0,2295_D
JE-1199,2019-11-17,2233,-39264.17,7,4,2019-11-01 – 2020-10-28,0,0,2233_C
JE-1199,2019-11-17,2277,19721.75,7,4,2019-11-01 – 2020-10-28,0,0,2277_D
JE-1199,2019-11-17,3120,47756.0,7,4,2019-11-01 – 2020-10-28,0,0,3120_D
JE-1200,2018-01-26,1119,24461.84,4,1,2018-01-01 – 2019-12-28,0,0,1119_D
JE-1200,2018-01-26,2108,26844.46,4,1,2018-01-01 – 2019-12-28,0,0,2108_D
JE-1200,2018-01-26,1109,-24461.84,4,1,2018-01-01 – 2019-12-28,0,0,1109_C
JE-1200,2018-01-26,2264,-26844.46,4,1,2018-01-01 – 2019-12-28,0,0,2264_C
