ACCOUNT,AMOUNT,SOURCE,Fabricated_JE,TYPE,ACCOUNT_DC,D/C,AMOUNT_POSITIF
1166,-14732.26,7,0,0,1166_C,C,14732.26
2134,-21116.43,1,0,0,2134_C,C,21116.43
2193,-33538.35,1,0,0,2193_C,C,33538.35
1102,-29650.52,1,0,0,1102_C,C,29650.52
2170,33538.35,1,0,0,2170_D,D,33538.35
2214,21116.43,1,0,0,2214_D,D,21116.43
2279,29650.52,1,0,0,2279_D,D,29650.52
2124,-8590.98,5,0,0,2124_C,C,8590.98
1125,-47182.92,5,0,0,1125_C,C,47182.92
1146,8590.98,5,0,0,1146_D,D,8590.98
2108,47182.92,5,0,0,2108_D,D,47182.92
3203,37495.67,7,0,0,3203_D,D,37495.67
2243,-23930.75,7,0,0,2243_C,C,23930.75
1102,38242.19,7,0,0,1102_D,D,38242.19
2237,-38242.19,7,0,0,2237_C,C,38242.19
1116,23930.75,7,0,0,1116_D,D,23930.75
3115,-37495.67,7,0,0,3115_C,C,37495.67
2189,-7666.18,1,0,0,2189_C,C,7666.18
1154,7666.18,1,0,0,1154_D,D,7666.18
3108,-22306.2,1,0,0,3108_C,C,22306.2
3144,22306.2,1,0,0,3144_D,D,22306.2
1145,15418.85,2,0,0,1145_D,D,15418.85
2111,-15418.85,2,0,0,2111_C,C,15418.85
2176,-6636.1,7,0,0,2176_C,C,6636.1
2142,6636.1,7,0,0,2142_D,D,6636.1
3167,2454.57,1,0,0,3167_D,D,2454.57
1123,-40428.83,1,0,0,1123_C,C,40428.83
1140,40428.83,1,0,0,1140_D,D,40428.83
2246,-2454.57,1,0,0,2246_C,C,2454.57
3122,-3696.94,4,0,0,3122_C,C,3696.94
1178,3696.94,4,0,0,1178_D,D,3696.94
3135,-24013.34,3,0,0,3135_C,C,24013.34
1145,-17608.15,3,0,0,1145_C,C,17608.15
2227,24013.34,3,0,0,2227_D,D,24013.34
1126,17608.15,3,0,0,1126_D,D,17608.15
2236,30339.9,3,0,0,2236_D,D,30339.9
1184,-30339.9,3,0,0,1184_C,C,30339.9
3125,9405.3,3,0,0,3125_D,D,9405.3
2297,-9405.3,3,0,0,2297_C,C,9405.3
2179,-20014.43,5,0,0,2179_C,C,20014.43
3187,42279.85,5,0,0,3187_D,D,42279.85
1107,-37153.37,5,0,0,1107_C,C,37153.37
2202,37153.37,5,0,0,2202_D,D,37153.37
3190,-42279.85,5,0,0,3190_C,C,42279.85
1122,20014.43,5,0,0,1122_D,D,20014.43
2244,25246.18,4,0,0,2244_D,D,25246.18
2150,-18344.76,4,0,0,2150_C,C,18344.76
2179,-25246.18,4,0,0,2179_C,C,25246.18
2215,18344.76,4,0,0,2215_D,D,18344.76
2157,-28891.95,3,0,0,2157_C,C,28891.95
2148,-7056.22,3,0,0,2148_C,C,7056.22
2274,-16245.65,3,0,0,2274_C,C,16245.65
2184,7056.22,3,0,0,2184_D,D,7056.22
1149,28891.95,3,0,0,1149_D,D,28891.95
1131,16245.65,3,0,0,1131_D,D,16245.65
2131,-17426.58,1,0,0,2131_C,C,17426.58
2191,17426.58,1,0,0,2191_D,D,17426.58
2187,-24874.1,1,0,0,2187_C,C,24874.1
2244,24874.1,1,0,0,2244_D,D,24874.1
2219,39798.0,6,0,0,2219_D,D,39798.0
2159,-42259.57,6,0,0,2159_C,C,42259.57
2227,-39798.0,6,0,0,2227_C,C,39798.0
2131,38945.26,6,0,0,2131_D,D,38945.26
2256,-38945.26,6,0,0,2256_C,C,38945.26
1128,42259.57,6,0,0,1128_D,D,42259.57
2220,-10717.62,5,0,0,2220_C,C,10717.62
3138,10717.62,5,0,0,3138_D,D,10717.62
1191,-37903.66,1,0,0,1191_C,C,37903.66
2254,37903.66,1,0,0,2254_D,D,37903.66
2154,39855.85,1,0,0,2154_D,D,39855.85
2168,-39855.85,1,0,0,2168_C,C,39855.85
3178,20237.22,5,0,0,3178_D,D,20237.22
3187,-20237.22,5,0,0,3187_C,C,20237.22
2141,26125.4,2,0,0,2141_D,D,26125.4
3185,-26125.4,2,0,0,3185_C,C,26125.4
2264,31404.54,6,0,0,2264_D,D,31404.54
3115,8678.73,6,0,0,3115_D,D,8678.73
3219,-31404.54,6,0,0,3219_C,C,31404.54
3172,-8678.73,6,0,0,3172_C,C,8678.73
2183,22684.23,6,0,0,2183_D,D,22684.23
2163,-22684.23,6,0,0,2163_C,C,22684.23
2290,-25449.08,5,0,0,2290_C,C,25449.08
3221,-49042.61,5,0,0,3221_C,C,49042.61
2210,49042.61,5,0,0,2210_D,D,49042.61
2263,-18709.88,5,0,0,2263_C,C,18709.88
2226,25449.08,5,0,0,2226_D,D,25449.08
3134,18709.88,5,0,0,3134_D,D,18709.88
2128,-33234.18,1,0,0,2128_C,C,33234.18
2115,33234.18,1,0,0,2115_D,D,33234.18
2229,43052.81,7,0,0,2229_D,D,43052.81
3207,-17757.46,7,0,0,3207_C,C,17757.46
2127,-48289.82,7,0,0,2127_C,C,48289.82
3205,-43052.81,7,0,0,3205_C,C,43052.81
1196,48289.82,7,0,0,1196_D,D,48289.82
3171,17757.46,7,0,0,3171_D,D,17757.46
3170,3650.3,6,0,0,3170_D,D,3650.3
1178,35281.04,6,0,0,1178_D,D,35281.04
3104,-11422.5,6,0,0,3104_C,C,11422.5
2168,-35281.04,6,0,0,2168_C,C,35281.04
3129,11422.5,6,0,0,3129_D,D,11422.5
3159,-3650.3,6,0,0,3159_C,C,3650.3
2204,-31841.82,7,0,0,2204_C,C,31841.82
1189,31841.82,7,0,0,1189_D,D,31841.82
2190,36736.04,6,0,0,2190_D,D,36736.04
2237,-12120.01,6,0,0,2237_C,C,12120.01
2224,12120.01,6,0,0,2224_D,D,12120.01
2248,-36736.04,6,0,0,2248_C,C,36736.04
2245,-32282.49,6,0,0,2245_C,C,32282.49
1188,-22655.42,6,0,0,1188_C,C,22655.42
2220,15502.29,6,0,0,2220_D,D,15502.29
3118,32282.49,6,0,0,3118_D,D,32282.49
2242,22655.42,6,0,0,2242_D,D,22655.42
3131,-15502.29,6,0,0,3131_C,C,15502.29
1134,49805.1,2,0,0,1134_D,D,49805.1
2104,-41905.32,2,0,0,2104_C,C,41905.32
2255,-49805.1,2,0,0,2255_C,C,49805.1
1107,41905.32,2,0,0,1107_D,D,41905.32
2186,32882.0,3,0,0,2186_D,D,32882.0
2185,39034.11,3,0,0,2185_D,D,39034.11
2152,-49715.66,3,0,0,2152_C,C,49715.66
1122,-32882.0,3,0,0,1122_C,C,32882.0
3200,49715.66,3,0,0,3200_D,D,49715.66
2261,-39034.11,3,0,0,2261_C,C,39034.11
2137,12935.55,5,0,0,2137_D,D,12935.55
3135,-12935.55,5,0,0,3135_C,C,12935.55
3119,-5044.32,5,0,0,3119_C,C,5044.32
3157,5044.32,5,0,0,3157_D,D,5044.32
1125,43042.44,5,0,0,1125_D,D,43042.44
2193,-43042.44,5,0,0,2193_C,C,43042.44
1164,32302.62,2,0,0,1164_D,D,32302.62
2129,-32302.62,2,0,0,2129_C,C,32302.62
1144,28230.01,2,0,0,1144_D,D,28230.01
1146,-28230.01,2,0,0,1146_C,C,28230.01
1164,14535.39,2,0,0,1164_D,D,14535.39
2152,-14535.39,2,0,0,2152_C,C,14535.39
3101,-5914.71,5,0,0,3101_C,C,5914.71
2160,39098.31,5,0,0,2160_D,D,39098.31
1198,7778.17,5,0,0,1198_D,D,7778.17
2275,-39098.31,5,0,0,2275_C,C,39098.31
2213,-7778.17,5,0,0,2213_C,C,7778.17
2281,5914.71,5,0,0,2281_D,D,5914.71
3173,14009.67,7,0,0,3173_D,D,14009.67
3105,-47937.63,7,0,0,3105_C,C,47937.63
1186,47937.63,7,0,0,1186_D,D,47937.63
2189,-14009.67,7,0,0,2189_C,C,14009.67
1101,26801.32,1,0,0,1101_D,D,26801.32
1111,-26801.32,1,0,0,1111_C,C,26801.32
2140,38349.75,5,0,0,2140_D,D,38349.75
2239,17829.72,5,0,0,2239_D,D,17829.72
3222,-38349.75,5,0,0,3222_C,C,38349.75
3132,-17829.72,5,0,0,3132_C,C,17829.72
2132,29398.74,1,0,0,2132_D,D,29398.74
2193,16460.49,1,0,0,2193_D,D,16460.49
3210,-16460.49,1,0,0,3210_C,C,16460.49
1169,-29398.74,1,0,0,1169_C,C,29398.74
1113,41994.59,4,0,0,1113_D,D,41994.59
1136,-41994.59,4,0,0,1136_C,C,41994.59
3132,-31693.41,7,0,0,3132_C,C,31693.41
2290,18498.45,7,0,0,2290_D,D,18498.45
1153,31693.41,7,0,0,1153_D,D,31693.41
3188,-32475.24,7,0,0,3188_C,C,32475.24
2213,-18498.45,7,0,0,2213_C,C,18498.45
2158,32475.24,7,0,0,2158_D,D,32475.24
3168,46750.24,1,0,0,3168_D,D,46750.24
3108,-46750.24,1,0,0,3108_C,C,46750.24
2129,-2169.41,1,0,0,2129_C,C,2169.41
3181,2169.41,1,0,0,3181_D,D,2169.41
2185,26916.98,1,0,0,2185_D,D,26916.98
2279,-26916.98,1,0,0,2279_C,C,26916.98
2218,-38176.0,7,0,0,2218_C,C,38176.0
3189,-43714.33,7,0,0,3189_C,C,43714.33
3184,38176.0,7,0,0,3184_D,D,38176.0
3140,-33296.17,7,0,0,3140_C,C,33296.17
3206,33296.17,7,0,0,3206_D,D,33296.17
2254,43714.33,7,0,0,2254_D,D,43714.33
3151,-20159.42,4,0,0,3151_C,C,20159.42
3108,-31782.78,4,0,0,3108_C,C,31782.78
1190,3633.41,4,0,0,1190_D,D,3633.41
1171,20159.42,4,0,0,1171_D,D,20159.42
1105,31782.78,4,0,0,1105_D,D,31782.78
3171,-3633.41,4,0,0,3171_C,C,3633.41
3176,29175.74,5,0,0,3176_D,D,29175.74
3139,-29175.74,5,0,0,3139_C,C,29175.74
1139,-49030.96,5,0,0,1139_C,C,49030.96
3121,25395.16,5,0,0,3121_D,D,25395.16
2269,47703.37,5,0,0,2269_D,D,47703.37
1128,-47703.37,5,0,0,1128_C,C,47703.37
1198,-25395.16,5,0,0,1198_C,C,25395.16
2195,49030.96,5,0,0,2195_D,D,49030.96
3215,10613.72,7,0,0,3215_D,D,10613.72
1170,46673.55,7,0,0,1170_D,D,46673.55
1136,-10613.72,7,0,0,1136_C,C,10613.72
2271,-46673.55,7,0,0,2271_C,C,46673.55
3116,16426.2,4,0,0,3116_D,D,16426.2
2169,-16426.2,4,0,0,2169_C,C,16426.2
2191,14081.35,4,0,0,2191_D,D,14081.35
2140,-34687.35,4,0,0,2140_C,C,34687.35
1156,34687.35,4,0,0,1156_D,D,34687.35
1180,-14081.35,4,0,0,1180_C,C,14081.35
2200,-47509.31,4,0,0,2200_C,C,47509.31
2200,17630.52,4,0,0,2200_D,D,17630.52
2281,25105.42,4,0,0,2281_D,D,25105.42
2108,47509.31,4,0,0,2108_D,D,47509.31
2161,-25105.42,4,0,0,2161_C,C,25105.42
3122,-17630.52,4,0,0,3122_C,C,17630.52
2233,32234.3,5,0,0,2233_D,D,32234.3
1164,44893.2,5,0,0,1164_D,D,44893.2
2290,-44893.2,5,0,0,2290_C,C,44893.2
2113,-32234.3,5,0,0,2113_C,C,32234.3
2253,33177.68,3,0,0,2253_D,D,33177.68
2211,44666.48,3,0,0,2211_D,D,44666.48
3194,-44666.48,3,0,0,3194_C,C,44666.48
3147,-33177.68,3,0,0,3147_C,C,33177.68
2236,-6555.94,1,0,0,2236_C,C,6555.94
1154,6555.94,1,0,0,1154_D,D,6555.94
3103,-5657.64,6,0,0,3103_C,C,5657.64
2146,26380.42,6,0,0,2146_D,D,26380.42
3142,-26380.42,6,0,0,3142_C,C,26380.42
2215,5657.64,6,0,0,2215_D,D,5657.64
2183,29610.03,6,0,0,2183_D,D,29610.03
3104,-4376.42,6,0,0,3104_C,C,4376.42
2226,-29610.03,6,0,0,2226_C,C,29610.03
2243,-2011.49,6,0,0,2243_C,C,2011.49
3225,4376.42,6,0,0,3225_D,D,4376.42
2180,2011.49,6,0,0,2180_D,D,2011.49
1111,-23287.56,4,0,0,1111_C,C,23287.56
3196,-8811.29,4,0,0,3196_C,C,8811.29
2116,23287.56,4,0,0,2116_D,D,23287.56
3192,8811.29,4,0,0,3192_D,D,8811.29
3168,24775.81,3,0,0,3168_D,D,24775.81
2158,-24775.81,3,0,0,2158_C,C,24775.81
1191,37119.08,2,0,0,1191_D,D,37119.08
1192,-22053.22,2,0,0,1192_C,C,22053.22
1120,-29902.27,2,0,0,1120_C,C,29902.27
1123,-37119.08,2,0,0,1123_C,C,37119.08
3218,22053.22,2,0,0,3218_D,D,22053.22
1144,29902.27,2,0,0,1144_D,D,29902.27
1149,24497.82,4,0,0,1149_D,D,24497.82
2194,33691.26,4,0,0,2194_D,D,33691.26
2126,-24497.82,4,0,0,2126_C,C,24497.82
1109,-33691.26,4,0,0,1109_C,C,33691.26
2260,36839.72,7,0,0,2260_D,D,36839.72
3189,25070.53,7,0,0,3189_D,D,25070.53
3153,-13192.27,7,0,0,3153_C,C,13192.27
1128,13192.27,7,0,0,1128_D,D,13192.27
2220,-36839.72,7,0,0,2220_C,C,36839.72
3150,-25070.53,7,0,0,3150_C,C,25070.53
3186,-16923.64,7,0,0,3186_C,C,16923.64
1176,16923.64,7,0,0,1176_D,D,16923.64
3177,-17741.75,6,0,0,3177_C,C,17741.75
1159,42995.68,6,0,0,1159_D,D,42995.68
2183,33788.13,6,0,0,2183_D,D,33788.13
2272,17741.75,6,0,0,2272_D,D,17741.75
2148,-42995.68,6,0,0,2148_C,C,42995.68
2137,-33788.13,6,0,0,2137_C,C,33788.13
2279,-14155.42,6,0,0,2279_C,C,14155.42
3153,14155.42,6,0,0,3153_D,D,14155.42
3159,12685.91,6,0,0,3159_D,D,12685.91
3167,-49675.15,6,0,0,3167_C,C,49675.15
1190,5502.87,6,0,0,1190_D,D,5502.87
1173,-12685.91,6,0,0,1173_C,C,12685.91
3210,49675.15,6,0,0,3210_D,D,49675.15
1192,-5502.87,6,0,0,1192_C,C,5502.87
1195,31164.14,2,0,0,1195_D,D,31164.14
2236,-27877.48,2,0,0,2236_C,C,27877.48
2137,-31164.14,2,0,0,2137_C,C,31164.14
2132,27877.48,2,0,0,2132_D,D,27877.48
3138,39524.75,6,0,0,3138_D,D,39524.75
1149,-39524.75,6,0,0,1149_C,C,39524.75
3221,-34681.64,2,0,0,3221_C,C,34681.64
2294,-32807.51,2,0,0,2294_C,C,32807.51
3163,32807.51,2,0,0,3163_D,D,32807.51
2272,34681.64,2,0,0,2272_D,D,34681.64
2160,-15861.06,1,0,0,2160_C,C,15861.06
1143,15861.06,1,0,0,1143_D,D,15861.06
1189,49151.2,6,0,0,1189_D,D,49151.2
1140,-18138.93,6,0,0,1140_C,C,18138.93
1113,-49151.2,6,0,0,1113_C,C,49151.2
3217,7684.73,6,0,0,3217_D,D,7684.73
3145,-7684.73,6,0,0,3145_C,C,7684.73
2225,18138.93,6,0,0,2225_D,D,18138.93
1171,43163.63,7,0,0,1171_D,D,43163.63
1121,-43163.63,7,0,0,1121_C,C,43163.63
2166,29348.71,1,0,0,2166_D,D,29348.71
2120,-24432.97,1,0,0,2120_C,C,24432.97
2276,-29348.71,1,0,0,2276_C,C,29348.71
3159,38019.64,1,0,0,3159_D,D,38019.64
2260,24432.97,1,0,0,2260_D,D,24432.97
3120,-38019.64,1,0,0,3120_C,C,38019.64
1182,-28877.21,5,0,0,1182_C,C,28877.21
2292,28877.21,5,0,0,2292_D,D,28877.21
2206,15106.52,5,0,0,2206_D,D,15106.52
2259,6044.26,5,0,0,2259_D,D,6044.26
2111,-15106.52,5,0,0,2111_C,C,15106.52
1180,-6044.26,5,0,0,1180_C,C,6044.26
2120,-1499.58,6,0,0,2120_C,C,1499.58
2297,44756.01,6,0,0,2297_D,D,44756.01
2100,-44756.01,6,0,0,2100_C,C,44756.01
3195,1499.58,6,0,0,3195_D,D,1499.58
3133,-5280.42,2,0,0,3133_C,C,5280.42
3153,-14602.63,2,0,0,3153_C,C,14602.63
3195,3986.09,2,0,0,3195_D,D,3986.09
1108,-3986.09,2,0,0,1108_C,C,3986.09
2252,14602.63,2,0,0,2252_D,D,14602.63
2142,5280.42,2,0,0,2142_D,D,5280.42
3126,2462.96,1,0,0,3126_D,D,2462.96
2109,-2462.96,1,0,0,2109_C,C,2462.96
1198,-2100.37,6,0,0,1198_C,C,2100.37
2187,2100.37,6,0,0,2187_D,D,2100.37
2245,48082.9,4,0,0,2245_D,D,48082.9
2295,5475.97,4,0,0,2295_D,D,5475.97
1161,-27654.98,4,0,0,1161_C,C,27654.98
2114,-5475.97,4,0,0,2114_C,C,5475.97
3161,-48082.9,4,0,0,3161_C,C,48082.9
3109,27654.98,4,0,0,3109_D,D,27654.98
3101,30311.27,7,0,0,3101_D,D,30311.27
2289,-30311.27,7,0,0,2289_C,C,30311.27
2228,31678.19,7,0,0,2228_D,D,31678.19
2153,-5529.93,7,0,0,2153_C,C,5529.93
2211,5529.93,7,0,0,2211_D,D,5529.93
2210,-31678.19,7,0,0,2210_C,C,31678.19
1112,31209.64,6,0,0,1112_D,D,31209.64
3173,-30750.37,6,0,0,3173_C,C,30750.37
3197,30750.37,6,0,0,3197_D,D,30750.37
3138,8493.71,6,0,0,3138_D,D,8493.71
2119,-31209.64,6,0,0,2119_C,C,31209.64
2214,-8493.71,6,0,0,2214_C,C,8493.71
2222,-14654.89,3,0,0,2222_C,C,14654.89
3101,14654.89,3,0,0,3101_D,D,14654.89
2273,-11340.91,1,0,0,2273_C,C,11340.91
3163,11340.91,1,0,0,3163_D,D,11340.91
1187,-14311.11,1,0,0,1187_C,C,14311.11
1196,14311.11,1,0,0,1196_D,D,14311.11
3120,-28123.61,4,0,0,3120_C,C,28123.61
3171,23094.86,4,0,0,3171_D,D,23094.86
2153,28123.61,4,0,0,2153_D,D,28123.61
3204,-23094.86,4,0,0,3204_C,C,23094.86
3114,17483.56,4,0,0,3114_D,D,17483.56
2249,-39298.7,4,0,0,2249_C,C,39298.7
1154,39298.7,4,0,0,1154_D,D,39298.7
2247,-17483.56,4,0,0,2247_C,C,17483.56
1173,19728.16,5,0,0,1173_D,D,19728.16
1141,-19728.16,5,0,0,1141_C,C,19728.16
2242,-16036.86,2,0,0,2242_C,C,16036.86
2221,16036.86,2,0,0,2221_D,D,16036.86
3132,-7683.62,2,0,0,3132_C,C,7683.62
1181,7683.62,2,0,0,1181_D,D,7683.62
1194,28208.24,2,0,0,1194_D,D,28208.24
1110,-28208.24,2,0,0,1110_C,C,28208.24
2272,16211.83,2,0,0,2272_D,D,16211.83
3103,-16211.83,2,0,0,3103_C,C,16211.83
1124,-29977.95,5,0,0,1124_C,C,29977.95
2145,29977.95,5,0,0,2145_D,D,29977.95
1157,-30774.5,3,0,0,1157_C,C,30774.5
3201,30774.5,3,0,0,3201_D,D,30774.5
2101,-15387.7,7,0,0,2101_C,C,15387.7
2172,15387.7,7,0,0,2172_D,D,15387.7
2147,35095.89,1,0,0,2147_D,D,35095.89
2228,41937.5,1,0,0,2228_D,D,41937.5
2191,-29179.83,1,0,0,2191_C,C,29179.83
2275,-41937.5,1,0,0,2275_C,C,41937.5
1128,-35095.89,1,0,0,1128_C,C,35095.89
2131,29179.83,1,0,0,2131_D,D,29179.83
1124,20721.05,4,0,0,1124_D,D,20721.05
1177,-20721.05,4,0,0,1177_C,C,20721.05
3111,-41694.48,4,0,0,3111_C,C,41694.48
3152,41694.48,4,0,0,3152_D,D,41694.48
2168,49589.82,4,0,0,2168_D,D,49589.82
2182,-49994.23,4,0,0,2182_C,C,49994.23
3106,-49589.82,4,0,0,3106_C,C,49589.82
2142,49994.23,4,0,0,2142_D,D,49994.23
2240,-24993.91,3,0,0,2240_C,C,24993.91
3209,24993.91,3,0,0,3209_D,D,24993.91
2230,-40646.61,3,0,0,2230_C,C,40646.61
3207,35258.92,3,0,0,3207_D,D,35258.92
1111,-35156.41,3,0,0,1111_C,C,35156.41
1108,-35258.92,3,0,0,1108_C,C,35258.92
2169,35156.41,3,0,0,2169_D,D,35156.41
2233,40646.61,3,0,0,2233_D,D,40646.61
2186,-39651.9,6,0,0,2186_C,C,39651.9
2291,39651.9,6,0,0,2291_D,D,39651.9
2129,-3902.39,6,0,0,2129_C,C,3902.39
1136,-35525.55,6,0,0,1136_C,C,35525.55
2162,3902.39,6,0,0,2162_D,D,3902.39
1164,35525.55,6,0,0,1164_D,D,35525.55
3192,-29758.01,4,0,0,3192_C,C,29758.01
2289,31202.07,4,0,0,2289_D,D,31202.07
3130,20143.25,4,0,0,3130_D,D,20143.25
2124,29758.01,4,0,0,2124_D,D,29758.01
2254,-31202.07,4,0,0,2254_C,C,31202.07
2246,-20143.25,4,0,0,2246_C,C,20143.25
2168,25510.51,5,0,0,2168_D,D,25510.51
1181,-25510.51,5,0,0,1181_C,C,25510.51
3226,-30099.82,1,0,0,3226_C,C,30099.82
3151,30099.82,1,0,0,3151_D,D,30099.82
3134,23946.0,1,0,0,3134_D,D,23946.0
2238,-23946.0,1,0,0,2238_C,C,23946.0
2113,-24845.79,6,0,0,2113_C,C,24845.79
2122,-37716.62,6,0,0,2122_C,C,37716.62
3205,37716.62,6,0,0,3205_D,D,37716.62
3127,24845.79,6,0,0,3127_D,D,24845.79
2203,-8020.7,5,0,0,2203_C,C,8020.7
2274,8020.7,5,0,0,2274_D,D,8020.7
2138,-42565.3,5,0,0,2138_C,C,42565.3
2286,30658.44,5,0,0,2286_D,D,30658.44
1134,42565.3,5,0,0,1134_D,D,42565.3
2199,-30658.44,5,0,0,2199_C,C,30658.44
3205,31601.44,6,0,0,3205_D,D,31601.44
2108,-31601.44,6,0,0,2108_C,C,31601.44
2283,31201.24,6,0,0,2283_D,D,31201.24
2193,-31201.24,6,0,0,2193_C,C,31201.24
2191,16165.29,6,0,0,2191_D,D,16165.29
2186,-16165.29,6,0,0,2186_C,C,16165.29
1137,-16337.49,6,0,0,1137_C,C,16337.49
1127,-17548.87,6,0,0,1127_C,C,17548.87
1140,17548.87,6,0,0,1140_D,D,17548.87
2249,-14754.72,6,0,0,2249_C,C,14754.72
1185,14754.72,6,0,0,1185_D,D,14754.72
2123,16337.49,6,0,0,2123_D,D,16337.49
3194,-2953.29,6,0,0,3194_C,C,2953.29
2224,34575.01,6,0,0,2224_D,D,34575.01
3185,45029.76,6,0,0,3185_D,D,45029.76
1170,-34575.01,6,0,0,1170_C,C,34575.01
1122,2953.29,6,0,0,1122_D,D,2953.29
1150,-45029.76,6,0,0,1150_C,C,45029.76
2273,49369.41,7,0,0,2273_D,D,49369.41
3137,-49369.41,7,0,0,3137_C,C,49369.41
2222,-7175.65,7,0,0,2222_C,C,7175.65
2118,7175.65,7,0,0,2118_D,D,7175.65
2183,23903.96,7,0,0,2183_D,D,23903.96
2290,-23903.96,7,0,0,2290_C,C,23903.96
1119,39638.2,5,0,0,1119_D,D,39638.2
2120,31042.7,5,0,0,2120_D,D,31042.7
2296,-39638.2,5,0,0,2296_C,C,39638.2
3226,-27415.17,5,0,0,3226_C,C,27415.17
1158,27415.17,5,0,0,1158_D,D,27415.17
2292,-31042.7,5,0,0,2292_C,C,31042.7
2232,-29738.3,2,0,0,2232_C,C,29738.3
2170,29738.3,2,0,0,2170_D,D,29738.3
2295,-9103.27,4,0,0,2295_C,C,9103.27
2208,-21884.5,4,0,0,2208_C,C,21884.5
3170,21884.5,4,0,0,3170_D,D,21884.5
1125,40857.15,4,0,0,1125_D,D,40857.15
2141,9103.27,4,0,0,2141_D,D,9103.27
3110,-40857.15,4,0,0,3110_C,C,40857.15
2147,36073.76,6,0,0,2147_D,D,36073.76
2279,-36073.76,6,0,0,2279_C,C,36073.76
2293,16884.62,6,0,0,2293_D,D,16884.62
2197,-16884.62,6,0,0,2197_C,C,16884.62
3181,34160.21,3,0,0,3181_D,D,34160.21
3149,24188.59,3,0,0,3149_D,D,24188.59
3152,-24188.59,3,0,0,3152_C,C,24188.59
1110,-34160.21,3,0,0,1110_C,C,34160.21
3173,12660.35,6,0,0,3173_D,D,12660.35
3186,-12660.35,6,0,0,3186_C,C,12660.35
2205,26571.51,5,0,0,2205_D,D,26571.51
1197,26050.88,5,0,0,1197_D,D,26050.88
2246,-26571.51,5,0,0,2246_C,C,26571.51
2265,-26050.88,5,0,0,2265_C,C,26050.88
2281,-9466.98,6,0,0,2281_C,C,9466.98
2125,9466.98,6,0,0,2125_D,D,9466.98
2260,-37027.48,5,0,0,2260_C,C,37027.48
2230,37027.48,5,0,0,2230_D,D,37027.48
2111,-30260.83,7,0,0,2111_C,C,30260.83
1197,16852.31,7,0,0,1197_D,D,16852.31
2288,30260.83,7,0,0,2288_D,D,30260.83
2260,4168.52,7,0,0,2260_D,D,4168.52
1107,-4168.52,7,0,0,1107_C,C,4168.52
1152,-16852.31,7,0,0,1152_C,C,16852.31
2132,-13872.59,4,0,0,2132_C,C,13872.59
2258,13872.59,4,0,0,2258_D,D,13872.59
2245,40564.86,7,0,0,2245_D,D,40564.86
2152,9691.7,7,0,0,2152_D,D,9691.7
2174,42402.39,7,0,0,2174_D,D,42402.39
3180,-9691.7,7,0,0,3180_C,C,9691.7
2282,-42402.39,7,0,0,2282_C,C,42402.39
3103,-40564.86,7,0,0,3103_C,C,40564.86
1129,-38187.74,1,0,0,1129_C,C,38187.74
1170,-38349.91,1,0,0,1170_C,C,38349.91
1156,38349.91,1,0,0,1156_D,D,38349.91
3202,38187.74,1,0,0,3202_D,D,38187.74
3143,23579.73,5,0,0,3143_D,D,23579.73
2167,-23579.73,5,0,0,2167_C,C,23579.73
2151,20350.97,5,0,0,2151_D,D,20350.97
1138,14003.75,5,0,0,1138_D,D,14003.75
1133,-14003.75,5,0,0,1133_C,C,14003.75
2127,-20350.97,5,0,0,2127_C,C,20350.97
2291,-35928.08,6,0,0,2291_C,C,35928.08
2259,12795.7,6,0,0,2259_D,D,12795.7
3101,10086.27,6,0,0,3101_D,D,10086.27
2228,-12795.7,6,0,0,2228_C,C,12795.7
2125,35928.08,6,0,0,2125_D,D,35928.08
3177,-10086.27,6,0,0,3177_C,C,10086.27
2238,1367.63,1,0,0,2238_D,D,1367.63
3166,-1367.63,1,0,0,3166_C,C,1367.63
1150,35961.6,1,0,0,1150_D,D,35961.6
1137,-47184.42,1,0,0,1137_C,C,47184.42
2130,47184.42,1,0,0,2130_D,D,47184.42
1147,-35961.6,1,0,0,1147_C,C,35961.6
2195,-26493.05,6,0,0,2195_C,C,26493.05
2132,26493.05,6,0,0,2132_D,D,26493.05
2199,-2060.57,6,0,0,2199_C,C,2060.57
2140,2060.57,6,0,0,2140_D,D,2060.57
2277,32904.56,1,0,0,2277_D,D,32904.56
3157,40024.18,1,0,0,3157_D,D,40024.18
3217,-40024.18,1,0,0,3217_C,C,40024.18
1177,-32904.56,1,0,0,1177_C,C,32904.56
3212,3265.25,1,0,0,3212_D,D,3265.25
3212,12060.44,1,0,0,3212_D,D,12060.44
1178,-12060.44,1,0,0,1178_C,C,12060.44
2275,34450.27,1,0,0,2275_D,D,34450.27
3124,-34450.27,1,0,0,3124_C,C,34450.27
3202,-3265.25,1,0,0,3202_C,C,3265.25
3100,-3461.29,6,0,0,3100_C,C,3461.29
3188,-1841.72,6,0,0,3188_C,C,1841.72
2223,-38392.03,6,0,0,2223_C,C,38392.03
2110,3461.29,6,0,0,2110_D,D,3461.29
2213,38392.03,6,0,0,2213_D,D,38392.03
3115,1841.72,6,0,0,3115_D,D,1841.72
3209,-2277.19,6,0,0,3209_C,C,2277.19
3173,17739.83,6,0,0,3173_D,D,17739.83
2285,-33004.69,6,0,0,2285_C,C,33004.69
3161,33004.69,6,0,0,3161_D,D,33004.69
3140,2277.19,6,0,0,3140_D,D,2277.19
3217,-17739.83,6,0,0,3217_C,C,17739.83
