JE_NO,EFF_DATE,ACCOUNT,AMOUNT,SOURCE,COMPANY,FY,Fabricated_JE,TYPE,ACCOUNT_DC
JE-544,2018-10-28,2114,-1616.2,4,8,2018-10-01 – 2019-09-28,0,0,2114_C
JE-545,2019-12-13,1195,-39771.07,4,3,2019-12-01 – 2020-11-28,0,0,1195_C
JE-545,2019-12-13,2287,39771.07,4,3,2019-12-01 – 2020-11-28,0,0,2287_D
JE-545,2019-12-13,2201,40565.51,4,3,2019-12-01 – 2020-11-28,0,0,2201_D
JE-545,2019-12-13,2116,-40565.51,4,3,2019-12-01 – 2020-11-28,0,0,2116_C
JE-546,2018-12-19,2184,-23238.68,5,6,2018-12-01 – 2019-11-28,0,0,2184_C
JE-546,2018-12-19,1183,23238.68,5,6,2018-12-01 – 2019-11-28,0,0,1183_D
JE-547,2019-10-27,2152,-38897.15,7,9,2019-10-01 – 2020-09-28,0,0,2152_C
JE-547,2019-10-27,3108,5663.65,7,9,2019-10-01 – 2020-09-28,0,0,3108_D
JE-547,2019-10-27,3116,38897.15,7,9,2019-10-01 – 2020-09-28,0,0,3116_D
JE-547,2019-10-27,3220,-5663.65,7,9,2019-10-01 – 2020-09-28,0,0,3220_C
JE-548,2019-06-21,2298,44051.78,4,5,2019-06-01 – 2020-05-28,0,0,2298_D
JE-548,2019-06-21,2119,-24278.52,4,5,2019-06-01 – 2020-05-28,0,0,2119_C
JE-548,2019-06-21,2288,24278.52,4,5,2019-06-01 – 2020-05-28,0,0,2288_D
JE-548,2019-06-21,1161,-44051.78,4,5,2019-06-01 – 2020-05-28,0,0,1161_C
JE-549,2019-09-25,2148,-15345.12,6,6,2019-09-01 – 2020-08-28,0,0,2148_C
JE-549,2019-09-25,3221,15345.12,6,6,2019-09-01 – 2020-08-28,0,0,3221_D
JE-550,2019-04-08,3130,-20357.33,5,7,2019-04-01 – 2020-03-28,0,0,3130_C
JE-550,2019-04-08,2100,20357.33,5,7,2019-04-01 – 2020-03-28,0,0,2100_D
JE-551,2018-12-19,2218,14384.99,2,7,2018-12-01 – 2019-11-28,0,0,2218_D
JE-551,2018-12-19,3155,8278.57,2,7,2018-12-01 – 2019-11-28,0,0,3155_D
JE-551,2018-12-19,2117,-8278.57,2,7,2018-12-01 – 2019-11-28,0,0,2117_C
JE-551,2018-12-19,3184,29734.26,2,7,2018-12-01 – 2019-11-28,0,0,3184_D
JE-551,2018-12-19,2218,-29734.26,2,7,2018-12-01 – 2019-11-28,0,0,2218_C
JE-551,2018-12-19,2277,-14384.99,2,7,2018-12-01 – 2019-11-28,0,0,2277_C
JE-552,2019-06-01,3215,-43841.23,4,3,2019-06-01 – 2020-05-28,0,0,3215_C
JE-552,2019-06-01,2287,43841.23,4,3,2019-06-01 – 2020-05-28,0,0,2287_D
JE-553,2019-12-27,3215,4773.11,1,8,2019-12-01 – 2020-11-28,0,0,3215_D
JE-553,2019-12-27,2281,-4773.11,1,8,2019-12-01 – 2020-11-28,0,0,2281_C
JE-554,2019-06-02,2132,-39396.73,3,5,2019-06-01 – 2020-05-28,0,0,2132_C
JE-554,2019-06-02,2161,-13777.63,3,5,2019-06-01 – 2020-05-28,0,0,2161_C
JE-554,2019-06-02,2259,-7273.87,3,5,2019-06-01 – 2020-05-28,0,0,2259_C
JE-554,2019-06-02,1159,39396.73,3,5,2019-06-01 – 2020-05-28,0,0,1159_D
JE-554,2019-06-02,3119,13777.63,3,5,2019-06-01 – 2020-05-28,0,0,3119_D
JE-554,2019-06-02,2186,7273.87,3,5,2019-06-01 – 2020-05-28,0,0,2186_D
JE-555,2018-04-15,3213,26346.39,1,3,2018-04-01 – 2019-03-28,0,0,3213_D
JE-555,2018-04-15,1149,31549.73,1,3,2018-04-01 – 2019-03-28,0,0,1149_D
JE-555,2018-04-15,2154,-31549.73,1,3,2018-04-01 – 2019-03-28,0,0,2154_C
JE-555,2018-04-15,2126,-26346.39,1,3,2018-04-01 – 2019-03-28,0,0,2126_C
JE-555,2018-04-15,2191,-11146.43,1,3,2018-04-01 – 2019-03-28,0,0,2191_C
JE-555,2018-04-15,2212,11146.43,1,3,2018-04-01 – 2019-03-28,0,0,2212_D
JE-556,2019-12-30,3156,14296.31,4,9,2019-12-01 – 2020-11-28,0,0,3156_D
JE-556,2019-12-30,2197,34087.59,4,9,2019-12-01 – 2020-11-28,0,0,2197_D
JE-556,2019-12-30,1101,-14296.31,4,9,2019-12-01 – 2020-11-28,0,0,1101_C
JE-556,2019-12-30,2182,14783.09,4,9,2019-12-01 – 2020-11-28,0,0,2182_D
JE-556,2019-12-30,1167,-34087.59,4,9,2019-12-01 – 2020-11-28,0,0,1167_C
JE-556,2019-12-30,3215,-14783.09,4,9,2019-12-01 – 2020-11-28,0,0,3215_C
JE-557,2019-12-10,3100,-40411.88,5,2,2019-12-01 – 2020-11-28,0,0,3100_C
JE-557,2019-12-10,3201,40411.88,5,2,2019-12-01 – 2020-11-28,0,0,3201_D
JE-558,2018-01-21,3122,36013.1,5,2,2018-01-01 – 2019-12-28,0,0,3122_D
JE-558,2018-01-21,2278,23199.6,5,2,2018-01-01 – 2019-12-28,0,0,2278_D
JE-558,2018-01-21,1146,-36013.1,5,2,2018-01-01 – 2019-12-28,0,0,1146_C
JE-558,2018-01-21,3137,-10683.04,5,2,2018-01-01 – 2019-12-28,0,0,3137_C
JE-558,2018-01-21,2214,10683.04,5,2,2018-01-01 – 2019-12-28,0,0,2214_D
JE-558,2018-01-21,3144,-23199.6,5,2,2018-01-01 – 2019-12-28,0,0,3144_C
JE-559,2019-07-21,1181,-21272.02,5,3,2019-07-01 – 2020-06-28,0,0,1181_C
JE-559,2019-07-21,2201,21272.02,5,3,2019-07-01 – 2020-06-28,0,0,2201_D
JE-560,2018-12-04,3125,15836.74,3,7,2018-12-01 – 2019-11-28,0,0,3125_D
JE-560,2018-12-04,2263,-24073.48,3,7,2018-12-01 – 2019-11-28,0,0,2263_C
JE-560,2018-12-04,1103,-15836.74,3,7,2018-12-01 – 2019-11-28,0,0,1103_C
JE-560,2018-12-04,3161,-38101.77,3,7,2018-12-01 – 2019-11-28,0,0,3161_C
JE-560,2018-12-04,1130,24073.48,3,7,2018-12-01 – 2019-11-28,0,0,1130_D
JE-560,2018-12-04,2258,38101.77,3,7,2018-12-01 – 2019-11-28,0,0,2258_D
JE-561,2019-08-29,2154,-12085.26,2,5,2019-08-01 – 2020-07-28,0,0,2154_C
JE-561,2019-08-29,1146,-3951.82,2,5,2019-08-01 – 2020-07-28,0,0,1146_C
JE-561,2019-08-29,1177,3951.82,2,5,2019-08-01 – 2020-07-28,0,0,1177_D
JE-561,2019-08-29,3102,12085.26,2,5,2019-08-01 – 2020-07-28,0,0,3102_D
JE-562,2019-02-07,1109,-13184.31,1,7,2019-02-01 – 2020-01-28,0,0,1109_C
JE-562,2019-02-07,2149,13184.31,1,7,2019-02-01 – 2020-01-28,0,0,2149_D
JE-563,2019-07-13,1187,-40490.01,2,6,2019-07-01 – 2020-06-28,0,0,1187_C
JE-563,2019-07-13,1171,-25006.24,2,6,2019-07-01 – 2020-06-28,0,0,1171_C
JE-563,2019-07-13,1183,25006.24,2,6,2019-07-01 – 2020-06-28,0,0,1183_D
JE-563,2019-07-13,3192,40490.01,2,6,2019-07-01 – 2020-06-28,0,0,3192_D
JE-564,2018-03-23,3118,-13328.71,1,9,2018-03-01 – 2019-02-28,0,0,3118_C
JE-564,2018-03-23,3182,13170.3,1,9,2018-03-01 – 2019-02-28,0,0,3182_D
JE-564,2018-03-23,2182,13328.71,1,9,2018-03-01 – 2019-02-28,0,0,2182_D
JE-564,2018-03-23,2217,-13170.3,1,9,2018-03-01 – 2019-02-28,0,0,2217_C
JE-565,2018-12-18,2274,8041.36,6,5,2018-12-01 – 2019-11-28,0,0,2274_D
JE-565,2018-12-18,1166,13640.12,6,5,2018-12-01 – 2019-11-28,0,0,1166_D
JE-565,2018-12-18,2295,-13640.12,6,5,2018-12-01 – 2019-11-28,0,0,2295_C
JE-565,2018-12-18,2267,-8041.36,6,5,2018-12-01 – 2019-11-28,0,0,2267_C
JE-566,2018-01-18,2250,6255.11,1,5,2018-01-01 – 2019-12-28,0,0,2250_D
JE-566,2018-01-18,3167,-6255.11,1,5,2018-01-01 – 2019-12-28,0,0,3167_C
JE-567,2018-11-13,3146,-41445.5,5,7,2018-11-01 – 2019-10-28,0,0,3146_C
JE-567,2018-11-13,1111,41445.5,5,7,2018-11-01 – 2019-10-28,0,0,1111_D
JE-567,2018-11-13,3200,-19663.7,5,7,2018-11-01 – 2019-10-28,0,0,3200_C
JE-567,2018-11-13,2213,19663.7,5,7,2018-11-01 – 2019-10-28,0,0,2213_D
JE-568,2018-08-03,1120,18585.6,6,5,2018-08-01 – 2019-07-28,0,0,1120_D
JE-568,2018-08-03,2153,-18585.6,6,5,2018-08-01 – 2019-07-28,0,0,2153_C
JE-568,2018-08-03,1164,41354.52,6,5,2018-08-01 – 2019-07-28,0,0,1164_D
JE-568,2018-08-03,2271,-41354.52,6,5,2018-08-01 – 2019-07-28,0,0,2271_C
JE-569,2018-01-25,1112,2889.13,1,1,2018-01-01 – 2019-12-28,0,0,1112_D
JE-569,2018-01-25,2294,-2889.13,1,1,2018-01-01 – 2019-12-28,0,0,2294_C
JE-570,2019-08-10,1184,-15456.68,4,2,2019-08-01 – 2020-07-28,0,0,1184_C
JE-570,2019-08-10,3134,-24789.31,4,2,2019-08-01 – 2020-07-28,0,0,3134_C
JE-570,2019-08-10,3190,-4218.57,4,2,2019-08-01 – 2020-07-28,0,0,3190_C
JE-570,2019-08-10,2151,24789.31,4,2,2019-08-01 – 2020-07-28,0,0,2151_D
JE-570,2019-08-10,1121,4218.57,4,2,2019-08-01 – 2020-07-28,0,0,1121_D
JE-570,2019-08-10,1194,15456.68,4,2,2019-08-01 – 2020-07-28,0,0,1194_D
JE-571,2019-07-24,2108,32860.5,5,7,2019-07-01 – 2020-06-28,0,0,2108_D
JE-571,2019-07-24,3189,-26877.78,5,7,2019-07-01 – 2020-06-28,0,0,3189_C
JE-571,2019-07-24,2142,-32860.5,5,7,2019-07-01 – 2020-06-28,0,0,2142_C
JE-571,2019-07-24,2189,26877.78,5,7,2019-07-01 – 2020-06-28,0,0,2189_D
JE-571,2019-07-24,2228,41018.86,5,7,2019-07-01 – 2020-06-28,0,0,2228_D
JE-571,2019-07-24,3220,-41018.86,5,7,2019-07-01 – 2020-06-28,0,0,3220_C
JE-572,2019-01-26,1161,45936.42,7,4,2019-01-01 – 2020-12-28,0,0,1161_D
JE-572,2019-01-26,1127,-27813.17,7,4,2019-01-01 – 2020-12-28,0,0,1127_C
JE-572,2019-01-26,2137,-45936.42,7,4,2019-01-01 – 2020-12-28,0,0,2137_C
JE-572,2019-01-26,2274,27813.17,7,4,2019-01-01 – 2020-12-28,0,0,2274_D
JE-573,2018-05-04,1115,-22536.66,3,5,2018-05-01 – 2019-04-28,0,0,1115_C
JE-573,2018-05-04,2153,43045.1,3,5,2018-05-01 – 2019-04-28,0,0,2153_D
JE-573,2018-05-04,1142,-43045.1,3,5,2018-05-01 – 2019-04-28,0,0,1142_C
JE-573,2018-05-04,3172,48729.81,3,5,2018-05-01 – 2019-04-28,0,0,3172_D
JE-573,2018-05-04,1190,22536.66,3,5,2018-05-01 – 2019-04-28,0,0,1190_D
JE-573,2018-05-04,3108,-48729.81,3,5,2018-05-01 – 2019-04-28,0,0,3108_C
JE-574,2018-09-03,2294,-6277.86,5,1,2018-09-01 – 2019-08-28,0,0,2294_C
JE-574,2018-09-03,1159,6277.86,5,1,2018-09-01 – 2019-08-28,0,0,1159_D
JE-575,2018-05-29,2254,-19907.44,4,3,2018-05-01 – 2019-04-28,0,0,2254_C
JE-575,2018-05-29,2101,25869.85,4,3,2018-05-01 – 2019-04-28,0,0,2101_D
JE-575,2018-05-29,2270,-25869.85,4,3,2018-05-01 – 2019-04-28,0,0,2270_C
JE-575,2018-05-29,1143,19907.44,4,3,2018-05-01 – 2019-04-28,0,0,1143_D
JE-576,2018-06-30,2193,-5847.95,2,5,2018-06-01 – 2019-05-28,0,0,2193_C
JE-576,2018-06-30,2206,49614.83,2,5,2018-06-01 – 2019-05-28,0,0,2206_D
JE-576,2018-06-30,3122,-49614.83,2,5,2018-06-01 – 2019-05-28,0,0,3122_C
JE-576,2018-06-30,3222,5847.95,2,5,2018-06-01 – 2019-05-28,0,0,3222_D
JE-577,2018-03-03,2184,-28802.22,5,2,2018-03-01 – 2019-02-28,0,0,2184_C
JE-577,2018-03-03,3173,-31013.05,5,2,2018-03-01 – 2019-02-28,0,0,3173_C
JE-577,2018-03-03,2237,8470.75,5,2,2018-03-01 – 2019-02-28,0,0,2237_D
JE-577,2018-03-03,2211,-8470.75,5,2,2018-03-01 – 2019-02-28,0,0,2211_C
JE-577,2018-03-03,3188,31013.05,5,2,2018-03-01 – 2019-02-28,0,0,3188_D
JE-577,2018-03-03,2124,28802.22,5,2,2018-03-01 – 2019-02-28,0,0,2124_D
JE-578,2019-07-22,1137,-43063.2,6,7,2019-07-01 – 2020-06-28,0,0,1137_C
JE-578,2019-07-22,1109,43063.2,6,7,2019-07-01 – 2020-06-28,0,0,1109_D
JE-579,2019-06-07,2208,-38745.22,1,9,2019-06-01 – 2020-05-28,0,0,2208_C
JE-579,2019-06-07,3189,38745.22,1,9,2019-06-01 – 2020-05-28,0,0,3189_D
JE-579,2019-06-07,1177,28628.68,1,9,2019-06-01 – 2020-05-28,0,0,1177_D
JE-579,2019-06-07,1151,-28628.68,1,9,2019-06-01 – 2020-05-28,0,0,1151_C
JE-580,2019-02-22,3149,12165.34,2,9,2019-02-01 – 2020-01-28,0,0,3149_D
JE-580,2019-02-22,3207,-12165.34,2,9,2019-02-01 – 2020-01-28,0,0,3207_C
JE-581,2019-01-27,2232,-4549.66,5,8,2019-01-01 – 2020-12-28,0,0,2232_C
JE-581,2019-01-27,2291,-18292.71,5,8,2019-01-01 – 2020-12-28,0,0,2291_C
JE-581,2019-01-27,3129,40766.74,5,8,2019-01-01 – 2020-12-28,0,0,3129_D
JE-581,2019-01-27,2256,-40766.74,5,8,2019-01-01 – 2020-12-28,0,0,2256_C
JE-581,2019-01-27,3191,4549.66,5,8,2019-01-01 – 2020-12-28,0,0,3191_D
JE-581,2019-01-27,1145,18292.71,5,8,2019-01-01 – 2020-12-28,0,0,1145_D
JE-582,2018-01-26,2104,-39004.35,1,6,2018-01-01 – 2019-12-28,0,0,2104_C
JE-582,2018-01-26,1141,39004.35,1,6,2018-01-01 – 2019-12-28,0,0,1141_D
JE-582,2018-01-26,1117,46887.08,1,6,2018-01-01 – 2019-12-28,0,0,1117_D
JE-582,2018-01-26,3173,-46887.08,1,6,2018-01-01 – 2019-12-28,0,0,3173_C
JE-583,2018-04-27,2291,18173.85,7,7,2018-04-01 – 2019-03-28,0,0,2291_D
JE-583,2018-04-27,3124,-18173.85,7,7,2018-04-01 – 2019-03-28,0,0,3124_C
JE-584,2018-08-03,2171,34768.87,2,6,2018-08-01 – 2019-07-28,0,0,2171_D
JE-584,2018-08-03,2212,40895.16,2,6,2018-08-01 – 2019-07-28,0,0,2212_D
JE-584,2018-08-03,3199,-40895.16,2,6,2018-08-01 – 2019-07-28,0,0,3199_C
JE-584,2018-08-03,3145,-34768.87,2,6,2018-08-01 – 2019-07-28,0,0,3145_C
JE-585,2018-02-24,1145,37226.84,2,5,2018-02-01 – 2019-01-28,0,0,1145_D
JE-585,2018-02-24,3178,-31824.26,2,5,2018-02-01 – 2019-01-28,0,0,3178_C
JE-585,2018-02-24,1198,-37226.84,2,5,2018-02-01 – 2019-01-28,0,0,1198_C
JE-585,2018-02-24,2233,-14464.53,2,5,2018-02-01 – 2019-01-28,0,0,2233_C
JE-585,2018-02-24,2252,31824.26,2,5,2018-02-01 – 2019-01-28,0,0,2252_D
JE-585,2018-02-24,3146,14464.53,2,5,2018-02-01 – 2019-01-28,0,0,3146_D
JE-586,2018-05-11,3105,40510.19,6,8,2018-05-01 – 2019-04-28,0,0,3105_D
JE-586,2018-05-11,2167,-39644.25,6,8,2018-05-01 – 2019-04-28,0,0,2167_C
JE-586,2018-05-11,3215,39644.25,6,8,2018-05-01 – 2019-04-28,0,0,3215_D
JE-586,2018-05-11,2258,-40510.19,6,8,2018-05-01 – 2019-04-28,0,0,2258_C
JE-587,2019-12-31,1124,21301.62,3,4,2019-12-01 – 2020-11-28,0,0,1124_D
JE-587,2019-12-31,1125,-21301.62,3,4,2019-12-01 – 2020-11-28,0,0,1125_C
JE-588,2018-09-20,2138,-28029.76,2,1,2018-09-01 – 2019-08-28,0,0,2138_C
JE-588,2018-09-20,2151,28029.76,2,1,2018-09-01 – 2019-08-28,0,0,2151_D
JE-589,2018-12-27,2224,-44456.45,6,9,2018-12-01 – 2019-11-28,0,0,2224_C
JE-589,2018-12-27,2293,44456.45,6,9,2018-12-01 – 2019-11-28,0,0,2293_D
JE-589,2018-12-27,1137,-23914.48,6,9,2018-12-01 – 2019-11-28,0,0,1137_C
JE-589,2018-12-27,3187,23914.48,6,9,2018-12-01 – 2019-11-28,0,0,3187_D
JE-590,2018-03-22,2243,36583.19,1,5,2018-03-01 – 2019-02-28,0,0,2243_D
JE-590,2018-03-22,3184,-36583.19,1,5,2018-03-01 – 2019-02-28,0,0,3184_C
JE-591,2018-05-10,2175,49524.43,5,7,2018-05-01 – 2019-04-28,0,0,2175_D
JE-591,2018-05-10,1176,-49524.43,5,7,2018-05-01 – 2019-04-28,0,0,1176_C
JE-591,2018-05-10,2106,-9733.65,5,7,2018-05-01 – 2019-04-28,0,0,2106_C
JE-591,2018-05-10,3126,9733.65,5,7,2018-05-01 – 2019-04-28,0,0,3126_D
JE-592,2019-05-14,3105,38372.97,4,1,2019-05-01 – 2020-04-28,0,0,3105_D
JE-592,2019-05-14,2232,-38372.97,4,1,2019-05-01 – 2020-04-28,0,0,2232_C
JE-593,2018-09-15,3175,40288.18,1,5,2018-09-01 – 2019-08-28,0,0,3175_D
JE-593,2018-09-15,1171,-40288.18,1,5,2018-09-01 – 2019-08-28,0,0,1171_C
JE-594,2019-10-15,3174,43319.53,3,3,2019-10-01 – 2020-09-28,0,0,3174_D
JE-594,2019-10-15,3127,-43319.53,3,3,2019-10-01 – 2020-09-28,0,0,3127_C
JE-594,2019-10-15,2208,-47017.3,3,3,2019-10-01 – 2020-09-28,0,0,2208_C
JE-594,2019-10-15,2236,32344.62,3,3,2019-10-01 – 2020-09-28,0,0,2236_D
JE-594,2019-10-15,2156,47017.3,3,3,2019-10-01 – 2020-09-28,0,0,2156_D
JE-594,2019-10-15,2240,-32344.62,3,3,2019-10-01 – 2020-09-28,0,0,2240_C
JE-595,2019-08-25,1185,42451.33,7,2,2019-08-01 – 2020-07-28,0,0,1185_D
JE-595,2019-08-25,1140,-42451.33,7,2,2019-08-01 – 2020-07-28,0,0,1140_C
JE-596,2019-05-03,2194,-15429.88,5,2,2019-05-01 – 2020-04-28,0,0,2194_C
JE-596,2019-05-03,1104,15429.88,5,2,2019-05-01 – 2020-04-28,0,0,1104_D
JE-597,2018-01-02,3115,6332.12,4,4,2018-01-01 – 2019-12-28,0,0,3115_D
JE-597,2018-01-02,3131,42132.71,4,4,2018-01-01 – 2019-12-28,0,0,3131_D
JE-597,2018-01-02,2191,-42132.71,4,4,2018-01-01 – 2019-12-28,0,0,2191_C
JE-597,2018-01-02,3192,-6332.12,4,4,2018-01-01 – 2019-12-28,0,0,3192_C
JE-598,2019-08-21,2229,1544.56,2,9,2019-08-01 – 2020-07-28,0,0,2229_D
JE-598,2019-08-21,1105,-1544.56,2,9,2019-08-01 – 2020-07-28,0,0,1105_C
JE-598,2019-08-21,2213,39301.39,2,9,2019-08-01 – 2020-07-28,0,0,2213_D
JE-598,2019-08-21,2170,-39301.39,2,9,2019-08-01 – 2020-07-28,0,0,2170_C
JE-599,2018-10-20,2105,-1830.73,4,7,2018-10-01 – 2019-09-28,0,0,2105_C
JE-599,2018-10-20,2175,-31953.46,4,7,2018-10-01 – 2019-09-28,0,0,2175_C
JE-599,2018-10-20,2139,10041.68,4,7,2018-10-01 – 2019-09-28,0,0,2139_D
JE-599,2018-10-20,1169,31953.46,4,7,2018-10-01 – 2019-09-28,0,0,1169_D
JE-599,2018-10-20,2139,1830.73,4,7,2018-10-01 – 2019-09-28,0,0,2139_D
JE-599,2018-10-20,2279,-10041.68,4,7,2018-10-01 – 2019-09-28,0,0,2279_C
JE-600,2019-02-04,1158,-35262.95,6,7,2019-02-01 – 2020-01-28,0,0,1158_C
JE-600,2019-02-04,1163,35262.95,6,7,2019-02-01 – 2020-01-28,0,0,1163_D
JE-600,2019-02-04,2239,4083.24,6,7,2019-02-01 – 2020-01-28,0,0,2239_D
JE-600,2019-02-04,1181,-4083.24,6,7,2019-02-01 – 2020-01-28,0,0,1181_C
JE-601,2018-11-19,1180,24807.1,7,9,2018-11-01 – 2019-10-28,0,0,1180_D
JE-601,2018-11-19,1145,-26054.2,7,9,2018-11-01 – 2019-10-28,0,0,1145_C
JE-601,2018-11-19,3183,-24807.1,7,9,2018-11-01 – 2019-10-28,0,0,3183_C
JE-601,2018-11-19,3121,26054.2,7,9,2018-11-01 – 2019-10-28,0,0,3121_D
JE-602,2019-04-23,3188,27632.14,6,4,2019-04-01 – 2020-03-28,0,0,3188_D
JE-602,2019-04-23,1166,-48372.59,6,4,2019-04-01 – 2020-03-28,0,0,1166_C
JE-602,2019-04-23,2119,12010.76,6,4,2019-04-01 – 2020-03-28,0,0,2119_D
JE-602,2019-04-23,3222,48372.59,6,4,2019-04-01 – 2020-03-28,0,0,3222_D
JE-602,2019-04-23,3185,-12010.76,6,4,2019-04-01 – 2020-03-28,0,0,3185_C
JE-602,2019-04-23,2156,-27632.14,6,4,2019-04-01 – 2020-03-28,0,0,2156_C
JE-603,2018-09-19,1118,28230.85,2,6,2018-09-01 – 2019-08-28,0,0,1118_D
JE-603,2018-09-19,3144,39159.87,2,6,2018-09-01 – 2019-08-28,0,0,3144_D
JE-603,2018-09-19,3149,-47804.22,2,6,2018-09-01 – 2019-08-28,0,0,3149_C
JE-603,2018-09-19,1140,47804.22,2,6,2018-09-01 – 2019-08-28,0,0,1140_D
JE-603,2018-09-19,1197,-28230.85,2,6,2018-09-01 – 2019-08-28,0,0,1197_C
JE-603,2018-09-19,2100,-39159.87,2,6,2018-09-01 – 2019-08-28,0,0,2100_C
JE-604,2019-02-25,1135,37932.21,2,6,2019-02-01 – 2020-01-28,0,0,1135_D
JE-604,2019-02-25,1190,19038.53,2,6,2019-02-01 – 2020-01-28,0,0,1190_D
JE-604,2019-02-25,3193,-19038.53,2,6,2019-02-01 – 2020-01-28,0,0,3193_C
JE-604,2019-02-25,2273,18145.23,2,6,2019-02-01 – 2020-01-28,0,0,2273_D
JE-604,2019-02-25,2179,-37932.21,2,6,2019-02-01 – 2020-01-28,0,0,2179_C
JE-604,2019-02-25,1127,-18145.23,2,6,2019-02-01 – 2020-01-28,0,0,1127_C
JE-605,2018-06-09,2157,33246.6,2,4,2018-06-01 – 2019-05-28,0,0,2157_D
JE-605,2018-06-09,2247,-33246.6,2,4,2018-06-01 – 2019-05-28,0,0,2247_C
JE-606,2018-12-14,1144,-26814.71,1,7,2018-12-01 – 2019-11-28,0,0,1144_C
JE-606,2018-12-14,2105,-17122.37,1,7,2018-12-01 – 2019-11-28,0,0,2105_C
JE-606,2018-12-14,2218,26814.71,1,7,2018-12-01 – 2019-11-28,0,0,2218_D
JE-606,2018-12-14,3158,17122.37,1,7,2018-12-01 – 2019-11-28,0,0,3158_D
JE-607,2018-12-03,2107,-42189.16,2,2,2018-12-01 – 2019-11-28,0,0,2107_C
JE-607,2018-12-03,1150,-20809.51,2,2,2018-12-01 – 2019-11-28,0,0,1150_C
JE-607,2018-12-03,2261,20809.51,2,2,2018-12-01 – 2019-11-28,0,0,2261_D
JE-607,2018-12-03,3145,42189.16,2,2,2018-12-01 – 2019-11-28,0,0,3145_D
JE-608,2019-01-06,2254,39468.47,3,8,2019-01-01 – 2020-12-28,0,0,2254_D
JE-608,2019-01-06,1126,-39468.47,3,8,2019-01-01 – 2020-12-28,0,0,1126_C
JE-608,2019-01-06,3223,44440.32,3,8,2019-01-01 – 2020-12-28,0,0,3223_D
JE-608,2019-01-06,2251,6753.17,3,8,2019-01-01 – 2020-12-28,0,0,2251_D
JE-608,2019-01-06,1129,-44440.32,3,8,2019-01-01 – 2020-12-28,0,0,1129_C
JE-608,2019-01-06,2101,-6753.17,3,8,2019-01-01 – 2020-12-28,0,0,2101_C
JE-609,2019-01-04,2138,26971.14,2,9,2019-01-01 – 2020-12-28,0,0,2138_D
JE-609,2019-01-04,2199,-39630.79,2,9,2019-01-01 – 2020-12-28,0,0,2199_C
JE-609,2019-01-04,2188,39630.79,2,9,2019-01-01 – 2020-12-28,0,0,2188_D
JE-609,2019-01-04,1191,-3984.83,2,9,2019-01-01 – 2020-12-28,0,0,1191_C
JE-609,2019-01-04,2124,3984.83,2,9,2019-01-01 – 2020-12-28,0,0,2124_D
JE-609,2019-01-04,2157,-26971.14,2,9,2019-01-01 – 2020-12-28,0,0,2157_C
JE-610,2018-09-07,3216,32993.58,7,2,2018-09-01 – 2019-08-28,0,0,3216_D
JE-610,2018-09-07,2208,-2057.6,7,2,2018-09-01 – 2019-08-28,0,0,2208_C
JE-610,2018-09-07,2178,2057.6,7,2,2018-09-01 – 2019-08-28,0,0,2178_D
JE-610,2018-09-07,2176,-32993.58,7,2,2018-09-01 – 2019-08-28,0,0,2176_C
JE-611,2019-10-31,3128,-45285.22,4,3,2019-10-01 – 2020-09-28,0,0,3128_C
JE-611,2019-10-31,3171,45285.22,4,3,2019-10-01 – 2020-09-28,0,0,3171_D
JE-611,2019-10-31,3119,18263.21,4,3,2019-10-01 – 2020-09-28,0,0,3119_D
JE-611,2019-10-31,2124,-13247.7,4,3,2019-10-01 – 2020-09-28,0,0,2124_C
JE-611,2019-10-31,3118,13247.7,4,3,2019-10-01 – 2020-09-28,0,0,3118_D
JE-611,2019-10-31,3169,-18263.21,4,3,2019-10-01 – 2020-09-28,0,0,3169_C
JE-612,2019-11-15,1139,-16851.82,1,3,2019-11-01 – 2020-10-28,0,0,1139_C
JE-612,2019-11-15,1132,-7961.25,1,3,2019-11-01 – 2020-10-28,0,0,1132_C
JE-612,2019-11-15,1183,38292.14,1,3,2019-11-01 – 2020-10-28,0,0,1183_D
JE-612,2019-11-15,3204,16851.82,1,3,2019-11-01 – 2020-10-28,0,0,3204_D
JE-612,2019-11-15,3117,7961.25,1,3,2019-11-01 – 2020-10-28,0,0,3117_D
JE-612,2019-11-15,2184,-38292.14,1,3,2019-11-01 – 2020-10-28,0,0,2184_C
JE-613,2019-06-13,3131,47674.79,1,7,2019-06-01 – 2020-05-28,0,0,3131_D
JE-613,2019-06-13,2287,-10691.94,1,7,2019-06-01 – 2020-05-28,0,0,2287_C
JE-613,2019-06-13,1170,10691.94,1,7,2019-06-01 – 2020-05-28,0,0,1170_D
JE-613,2019-06-13,3136,-47674.79,1,7,2019-06-01 – 2020-05-28,0,0,3136_C
JE-614,2019-02-17,3106,-25516.66,5,3,2019-02-01 – 2020-01-28,0,0,3106_C
JE-614,2019-02-17,1180,43926.25,5,3,2019-02-01 – 2020-01-28,0,0,1180_D
JE-614,2019-02-17,3172,-43926.25,5,3,2019-02-01 – 2020-01-28,0,0,3172_C
JE-614,2019-02-17,3169,25516.66,5,3,2019-02-01 – 2020-01-28,0,0,3169_D
JE-615,2018-05-25,3140,-33919.46,1,3,2018-05-01 – 2019-04-28,0,0,3140_C
JE-615,2018-05-25,2116,11236.7,1,3,2018-05-01 – 2019-04-28,0,0,2116_D
