JE_NO,EFF_DATE,ACCOUNT,AMOUNT,SOURCE,COMPANY,FY,Fabricated_JE,TYPE,ACCOUNT_DC
JE-1644,2019-06-22,1126,48412.06,4,5,2019-06-01 – 2020-05-28,0,0,1126_D
JE-1644,2019-06-22,3205,12925.33,4,5,2019-06-01 – 2020-05-28,0,0,3205_D
JE-1644,2019-06-22,2141,-12925.33,4,5,2019-06-01 – 2020-05-28,0,0,2141_C
JE-1644,2019-06-22,2139,-48412.06,4,5,2019-06-01 – 2020-05-28,0,0,2139_C
JE-1644,2019-06-22,3150,-11165.33,4,5,2019-06-01 – 2020-05-28,0,0,3150_C
JE-1645,2018-11-19,3159,48581.84,5,2,2018-11-01 – 2019-10-28,0,0,3159_D
JE-1645,2018-11-19,1130,-45960.76,5,2,2018-11-01 – 2019-10-28,0,0,1130_C
JE-1645,2018-11-19,1180,8074.01,5,2,2018-11-01 – 2019-10-28,0,0,1180_D
JE-1645,2018-11-19,2145,-48581.84,5,2,2018-11-01 – 2019-10-28,0,0,2145_C
JE-1645,2018-11-19,1148,-8074.01,5,2,2018-11-01 – 2019-10-28,0,0,1148_C
JE-1645,2018-11-19,3152,45960.76,5,2,2018-11-01 – 2019-10-28,0,0,3152_D
JE-1646,2019-11-29,2258,47299.98,4,4,2019-11-01 – 2020-10-28,0,0,2258_D
JE-1646,2019-11-29,3125,-13516.2,4,4,2019-11-01 – 2020-10-28,0,0,3125_C
JE-1646,2019-11-29,1156,22688.35,4,4,2019-11-01 – 2020-10-28,0,0,1156_D
JE-1646,2019-11-29,2157,-22688.35,4,4,2019-11-01 – 2020-10-28,0,0,2157_C
JE-1646,2019-11-29,1171,13516.2,4,4,2019-11-01 – 2020-10-28,0,0,1171_D
JE-1646,2019-11-29,3135,-47299.98,4,4,2019-11-01 – 2020-10-28,0,0,3135_C
JE-1647,2018-05-29,2115,-36935.23,6,9,2018-05-01 – 2019-04-28,0,0,2115_C
JE-1647,2018-05-29,2285,39569.72,6,9,2018-05-01 – 2019-04-28,0,0,2285_D
JE-1647,2018-05-29,2179,-39569.72,6,9,2018-05-01 – 2019-04-28,0,0,2179_C
JE-1647,2018-05-29,2282,36935.23,6,9,2018-05-01 – 2019-04-28,0,0,2282_D
JE-1648,2019-09-30,2175,-3175.72,7,3,2019-09-01 – 2020-08-28,0,0,2175_C
JE-1648,2019-09-30,1198,21999.59,7,3,2019-09-01 – 2020-08-28,0,0,1198_D
JE-1648,2019-09-30,2243,44332.25,7,3,2019-09-01 – 2020-08-28,0,0,2243_D
JE-1648,2019-09-30,3172,-44332.25,7,3,2019-09-01 – 2020-08-28,0,0,3172_C
JE-1648,2019-09-30,2160,-21999.59,7,3,2019-09-01 – 2020-08-28,0,0,2160_C
JE-1648,2019-09-30,3116,3175.72,7,3,2019-09-01 – 2020-08-28,0,0,3116_D
JE-1649,2018-09-27,3169,41552.19,5,9,2018-09-01 – 2019-08-28,0,0,3169_D
JE-1649,2018-09-27,2294,-41552.19,5,9,2018-09-01 – 2019-08-28,0,0,2294_C
JE-1650,2019-09-23,2103,-11269.05,2,5,2019-09-01 – 2020-08-28,0,0,2103_C
JE-1650,2019-09-23,2105,34357.58,2,5,2019-09-01 – 2020-08-28,0,0,2105_D
JE-1650,2019-09-23,2193,11269.05,2,5,2019-09-01 – 2020-08-28,0,0,2193_D
JE-1650,2019-09-23,1169,-34357.58,2,5,2019-09-01 – 2020-08-28,0,0,1169_C
JE-1651,2018-10-31,2252,-7307.47,1,2,2018-10-01 – 2019-09-28,0,0,2252_C
JE-1651,2018-10-31,2260,-49916.58,1,2,2018-10-01 – 2019-09-28,0,0,2260_C
JE-1651,2018-10-31,1157,49916.58,1,2,2018-10-01 – 2019-09-28,0,0,1157_D
JE-1651,2018-10-31,3161,7307.47,1,2,2018-10-01 – 2019-09-28,0,0,3161_D
JE-1652,2019-06-15,2220,5184.34,7,9,2019-06-01 – 2020-05-28,0,0,2220_D
JE-1652,2019-06-15,2202,-15427.03,7,9,2019-06-01 – 2020-05-28,0,0,2202_C
JE-1652,2019-06-15,2201,-5184.34,7,9,2019-06-01 – 2020-05-28,0,0,2201_C
JE-1652,2019-06-15,2211,27247.65,7,9,2019-06-01 – 2020-05-28,0,0,2211_D
JE-1652,2019-06-15,2179,15427.03,7,9,2019-06-01 – 2020-05-28,0,0,2179_D
JE-1652,2019-06-15,3199,-27247.65,7,9,2019-06-01 – 2020-05-28,0,0,3199_C
JE-1653,2019-09-28,3108,35106.59,5,5,2019-09-01 – 2020-08-28,0,0,3108_D
JE-1653,2019-09-28,2156,-35106.59,5,5,2019-09-01 – 2020-08-28,0,0,2156_C
JE-1653,2019-09-28,2258,43316.28,5,5,2019-09-01 – 2020-08-28,0,0,2258_D
JE-1653,2019-09-28,2271,25206.18,5,5,2019-09-01 – 2020-08-28,0,0,2271_D
JE-1653,2019-09-28,2293,-25206.18,5,5,2019-09-01 – 2020-08-28,0,0,2293_C
JE-1653,2019-09-28,1146,-43316.28,5,5,2019-09-01 – 2020-08-28,0,0,1146_C
JE-1654,2019-04-16,2264,-2754.73,6,4,2019-04-01 – 2020-03-28,0,0,2264_C
JE-1654,2019-04-16,3103,31579.87,6,4,2019-04-01 – 2020-03-28,0,0,3103_D
JE-1654,2019-04-16,3173,-31579.87,6,4,2019-04-01 – 2020-03-28,0,0,3173_C
JE-1654,2019-04-16,2247,2754.73,6,4,2019-04-01 – 2020-03-28,0,0,2247_D
JE-1655,2019-11-22,2154,-29872.89,3,5,2019-11-01 – 2020-10-28,0,0,2154_C
JE-1655,2019-11-22,2241,9702.03,3,5,2019-11-01 – 2020-10-28,0,0,2241_D
JE-1655,2019-11-22,1183,22084.06,3,5,2019-11-01 – 2020-10-28,0,0,1183_D
JE-1655,2019-11-22,3126,-22084.06,3,5,2019-11-01 – 2020-10-28,0,0,3126_C
JE-1655,2019-11-22,1107,-9702.03,3,5,2019-11-01 – 2020-10-28,0,0,1107_C
JE-1655,2019-11-22,2248,29872.89,3,5,2019-11-01 – 2020-10-28,0,0,2248_D
JE-1656,2018-12-08,1185,5802.16,5,8,2018-12-01 – 2019-11-28,0,0,1185_D
JE-1656,2018-12-08,2133,-5802.16,5,8,2018-12-01 – 2019-11-28,0,0,2133_C
JE-1657,2019-07-22,2170,2483.83,4,1,2019-07-01 – 2020-06-28,0,0,2170_D
JE-1657,2019-07-22,2174,16527.01,4,1,2019-07-01 – 2020-06-28,0,0,2174_D
JE-1657,2019-07-22,2133,-2483.83,4,1,2019-07-01 – 2020-06-28,0,0,2133_C
JE-1657,2019-07-22,3194,43023.3,4,1,2019-07-01 – 2020-06-28,0,0,3194_D
JE-1657,2019-07-22,2289,-16527.01,4,1,2019-07-01 – 2020-06-28,0,0,2289_C
JE-1657,2019-07-22,1156,-43023.3,4,1,2019-07-01 – 2020-06-28,0,0,1156_C
JE-1658,2018-11-19,2283,-25264.15,5,4,2018-11-01 – 2019-10-28,0,0,2283_C
JE-1658,2018-11-19,2222,25264.15,5,4,2018-11-01 – 2019-10-28,0,0,2222_D
JE-1659,2018-12-31,3199,-29140.08,7,5,2018-12-01 – 2019-11-28,0,0,3199_C
JE-1659,2018-12-31,2268,29140.08,7,5,2018-12-01 – 2019-11-28,0,0,2268_D
JE-1660,2018-10-13,1198,-27304.05,1,6,2018-10-01 – 2019-09-28,0,0,1198_C
JE-1660,2018-10-13,3200,27304.05,1,6,2018-10-01 – 2019-09-28,0,0,3200_D
JE-1661,2018-05-05,2243,-15065.95,6,3,2018-05-01 – 2019-04-28,0,0,2243_C
JE-1661,2018-05-05,2159,15065.95,6,3,2018-05-01 – 2019-04-28,0,0,2159_D
JE-1662,2019-09-23,2180,-12908.89,4,7,2019-09-01 – 2020-08-28,0,0,2180_C
JE-1662,2019-09-23,2105,-10192.6,4,7,2019-09-01 – 2020-08-28,0,0,2105_C
JE-1662,2019-09-23,1149,10192.6,4,7,2019-09-01 – 2020-08-28,0,0,1149_D
JE-1662,2019-09-23,3213,12908.89,4,7,2019-09-01 – 2020-08-28,0,0,3213_D
JE-1662,2019-09-23,3125,34222.93,4,7,2019-09-01 – 2020-08-28,0,0,3125_D
JE-1662,2019-09-23,2154,-34222.93,4,7,2019-09-01 – 2020-08-28,0,0,2154_C
JE-1663,2018-04-20,2145,40809.38,3,3,2018-04-01 – 2019-03-28,0,0,2145_D
JE-1663,2018-04-20,3196,-40809.38,3,3,2018-04-01 – 2019-03-28,0,0,3196_C
JE-1664,2019-07-25,2224,21152.15,1,4,2019-07-01 – 2020-06-28,0,0,2224_D
JE-1664,2019-07-25,2282,6811.11,1,4,2019-07-01 – 2020-06-28,0,0,2282_D
JE-1664,2019-07-25,3217,-6811.11,1,4,2019-07-01 – 2020-06-28,0,0,3217_C
JE-1664,2019-07-25,2266,49427.3,1,4,2019-07-01 – 2020-06-28,0,0,2266_D
JE-1664,2019-07-25,3144,-21152.15,1,4,2019-07-01 – 2020-06-28,0,0,3144_C
JE-1664,2019-07-25,1156,-49427.3,1,4,2019-07-01 – 2020-06-28,0,0,1156_C
JE-1665,2018-12-26,3104,27517.52,7,3,2018-12-01 – 2019-11-28,0,0,3104_D
JE-1665,2018-12-26,3164,5781.95,7,3,2018-12-01 – 2019-11-28,0,0,3164_D
JE-1665,2018-12-26,2275,-5781.95,7,3,2018-12-01 – 2019-11-28,0,0,2275_C
JE-1665,2018-12-26,2182,16512.03,7,3,2018-12-01 – 2019-11-28,0,0,2182_D
JE-1665,2018-12-26,3163,-16512.03,7,3,2018-12-01 – 2019-11-28,0,0,3163_C
JE-1665,2018-12-26,1163,-27517.52,7,3,2018-12-01 – 2019-11-28,0,0,1163_C
JE-1666,2019-12-31,1189,42593.95,3,5,2019-12-01 – 2020-11-28,0,0,1189_D
JE-1666,2019-12-31,1115,-42593.95,3,5,2019-12-01 – 2020-11-28,0,0,1115_C
JE-1667,2019-06-03,2111,49368.81,7,3,2019-06-01 – 2020-05-28,0,0,2111_D
JE-1667,2019-06-03,1174,-49368.81,7,3,2019-06-01 – 2020-05-28,0,0,1174_C
JE-1667,2019-06-03,2196,29738.92,7,3,2019-06-01 – 2020-05-28,0,0,2196_D
JE-1667,2019-06-03,3138,-29738.92,7,3,2019-06-01 – 2020-05-28,0,0,3138_C
JE-1668,2018-02-15,2192,12609.52,6,5,2018-02-01 – 2019-01-28,0,0,2192_D
JE-1668,2018-02-15,2156,-12609.52,6,5,2018-02-01 – 2019-01-28,0,0,2156_C
JE-1668,2018-02-15,1120,-31019.78,6,5,2018-02-01 – 2019-01-28,0,0,1120_C
JE-1668,2018-02-15,2219,28721.31,6,5,2018-02-01 – 2019-01-28,0,0,2219_D
JE-1668,2018-02-15,1122,31019.78,6,5,2018-02-01 – 2019-01-28,0,0,1122_D
JE-1668,2018-02-15,1145,-28721.31,6,5,2018-02-01 – 2019-01-28,0,0,1145_C
JE-1669,2019-10-23,2267,40376.83,4,7,2019-10-01 – 2020-09-28,0,0,2267_D
JE-1669,2019-10-23,1191,-6525.2,4,7,2019-10-01 – 2020-09-28,0,0,1191_C
JE-1669,2019-10-23,3169,6525.2,4,7,2019-10-01 – 2020-09-28,0,0,3169_D
JE-1669,2019-10-23,2115,-40376.83,4,7,2019-10-01 – 2020-09-28,0,0,2115_C
JE-1670,2019-08-31,3116,-17424.64,5,4,2019-08-01 – 2020-07-28,0,0,3116_C
JE-1670,2019-08-31,1141,17424.64,5,4,2019-08-01 – 2020-07-28,0,0,1141_D
JE-1671,2018-03-15,2274,-30261.26,5,8,2018-03-01 – 2019-02-28,0,0,2274_C
JE-1671,2018-03-15,1152,30261.26,5,8,2018-03-01 – 2019-02-28,0,0,1152_D
JE-1672,2019-02-12,2230,20028.96,7,1,2019-02-01 – 2020-01-28,0,0,2230_D
JE-1672,2019-02-12,1175,10965.98,7,1,2019-02-01 – 2020-01-28,0,0,1175_D
JE-1672,2019-02-12,1183,36430.82,7,1,2019-02-01 – 2020-01-28,0,0,1183_D
JE-1672,2019-02-12,1130,-10965.98,7,1,2019-02-01 – 2020-01-28,0,0,1130_C
JE-1672,2019-02-12,3109,-36430.82,7,1,2019-02-01 – 2020-01-28,0,0,3109_C
JE-1672,2019-02-12,1192,-20028.96,7,1,2019-02-01 – 2020-01-28,0,0,1192_C
JE-1673,2018-09-08,2180,-3539.86,7,1,2018-09-01 – 2019-08-28,0,0,2180_C
JE-1673,2018-09-08,2234,-3558.18,7,1,2018-09-01 – 2019-08-28,0,0,2234_C
JE-1673,2018-09-08,2118,3558.18,7,1,2018-09-01 – 2019-08-28,0,0,2118_D
JE-1673,2018-09-08,2124,3539.86,7,1,2018-09-01 – 2019-08-28,0,0,2124_D
JE-1674,2019-03-15,2271,36723.04,3,8,2019-03-01 – 2020-02-28,0,0,2271_D
JE-1674,2019-03-15,2279,33432.2,3,8,2019-03-01 – 2020-02-28,0,0,2279_D
JE-1674,2019-03-15,1191,-33432.2,3,8,2019-03-01 – 2020-02-28,0,0,1191_C
JE-1674,2019-03-15,2180,-36723.04,3,8,2019-03-01 – 2020-02-28,0,0,2180_C
JE-1675,2019-05-09,3116,29747.08,7,2,2019-05-01 – 2020-04-28,0,0,3116_D
JE-1675,2019-05-09,2225,29832.58,7,2,2019-05-01 – 2020-04-28,0,0,2225_D
JE-1675,2019-05-09,2166,-12125.84,7,2,2019-05-01 – 2020-04-28,0,0,2166_C
JE-1675,2019-05-09,1116,-29832.58,7,2,2019-05-01 – 2020-04-28,0,0,1116_C
JE-1675,2019-05-09,1183,-29747.08,7,2,2019-05-01 – 2020-04-28,0,0,1183_C
JE-1675,2019-05-09,2136,12125.84,7,2,2019-05-01 – 2020-04-28,0,0,2136_D
JE-1676,2018-09-18,2136,15393.35,3,9,2018-09-01 – 2019-08-28,0,0,2136_D
JE-1676,2018-09-18,2186,-15393.35,3,9,2018-09-01 – 2019-08-28,0,0,2186_C
JE-1677,2019-08-22,1192,5191.11,5,4,2019-08-01 – 2020-07-28,0,0,1192_D
JE-1677,2019-08-22,1196,-2691.05,5,4,2019-08-01 – 2020-07-28,0,0,1196_C
JE-1677,2019-08-22,2185,-2223.77,5,4,2019-08-01 – 2020-07-28,0,0,2185_C
JE-1677,2019-08-22,1175,2223.77,5,4,2019-08-01 – 2020-07-28,0,0,1175_D
JE-1677,2019-08-22,3219,2691.05,5,4,2019-08-01 – 2020-07-28,0,0,3219_D
JE-1677,2019-08-22,3152,-5191.11,5,4,2019-08-01 – 2020-07-28,0,0,3152_C
JE-1678,2018-01-11,2139,4372.32,7,2,2018-01-01 – 2019-12-28,0,0,2139_D
JE-1678,2018-01-11,3218,-4372.32,7,2,2018-01-01 – 2019-12-28,0,0,3218_C
JE-1679,2018-09-26,1101,35800.83,3,6,2018-09-01 – 2019-08-28,0,0,1101_D
JE-1679,2018-09-26,1184,-33614.15,3,6,2018-09-01 – 2019-08-28,0,0,1184_C
JE-1679,2018-09-26,2283,-35800.83,3,6,2018-09-01 – 2019-08-28,0,0,2283_C
JE-1679,2018-09-26,2239,-38096.75,3,6,2018-09-01 – 2019-08-28,0,0,2239_C
JE-1679,2018-09-26,3122,33614.15,3,6,2018-09-01 – 2019-08-28,0,0,3122_D
JE-1679,2018-09-26,1115,38096.75,3,6,2018-09-01 – 2019-08-28,0,0,1115_D
JE-1680,2018-01-12,1148,-40851.02,2,2,2018-01-01 – 2019-12-28,0,0,1148_C
JE-1680,2018-01-12,3176,42458.06,2,2,2018-01-01 – 2019-12-28,0,0,3176_D
JE-1680,2018-01-12,1113,-29607.29,2,2,2018-01-01 – 2019-12-28,0,0,1113_C
JE-1680,2018-01-12,2226,29607.29,2,2,2018-01-01 – 2019-12-28,0,0,2226_D
JE-1680,2018-01-12,2132,-42458.06,2,2,2018-01-01 – 2019-12-28,0,0,2132_C
JE-1680,2018-01-12,2216,40851.02,2,2,2018-01-01 – 2019-12-28,0,0,2216_D
JE-1681,2019-01-15,3145,5565.42,5,7,2019-01-01 – 2020-12-28,0,0,3145_D
JE-1681,2019-01-15,3169,-5565.42,5,7,2019-01-01 – 2020-12-28,0,0,3169_C
JE-1682,2019-08-23,3133,-41847.74,3,6,2019-08-01 – 2020-07-28,0,0,3133_C
JE-1682,2019-08-23,2278,41847.74,3,6,2019-08-01 – 2020-07-28,0,0,2278_D
JE-1682,2019-08-23,3119,-13559.45,3,6,2019-08-01 – 2020-07-28,0,0,3119_C
JE-1682,2019-08-23,2140,13559.45,3,6,2019-08-01 – 2020-07-28,0,0,2140_D
JE-1683,2019-08-03,2277,3346.54,1,8,2019-08-01 – 2020-07-28,0,0,2277_D
JE-1683,2019-08-03,1184,-28953.77,1,8,2019-08-01 – 2020-07-28,0,0,1184_C
JE-1683,2019-08-03,3120,28953.77,1,8,2019-08-01 – 2020-07-28,0,0,3120_D
JE-1683,2019-08-03,2127,4445.01,1,8,2019-08-01 – 2020-07-28,0,0,2127_D
JE-1683,2019-08-03,2212,-4445.01,1,8,2019-08-01 – 2020-07-28,0,0,2212_C
JE-1683,2019-08-03,2153,-3346.54,1,8,2019-08-01 – 2020-07-28,0,0,2153_C
JE-1684,2019-02-15,3189,-6956.37,3,1,2019-02-01 – 2020-01-28,0,0,3189_C
JE-1684,2019-02-15,2289,6956.37,3,1,2019-02-01 – 2020-01-28,0,0,2289_D
JE-1685,2019-11-19,3188,-46918.96,4,3,2019-11-01 – 2020-10-28,0,0,3188_C
JE-1685,2019-11-19,1139,46918.96,4,3,2019-11-01 – 2020-10-28,0,0,1139_D
JE-1686,2018-06-12,2243,-49224.52,6,7,2018-06-01 – 2019-05-28,0,0,2243_C
JE-1686,2018-06-12,2167,8270.15,6,7,2018-06-01 – 2019-05-28,0,0,2167_D
JE-1686,2018-06-12,2103,15881.67,6,7,2018-06-01 – 2019-05-28,0,0,2103_D
JE-1686,2018-06-12,1132,-8270.15,6,7,2018-06-01 – 2019-05-28,0,0,1132_C
JE-1686,2018-06-12,2102,-15881.67,6,7,2018-06-01 – 2019-05-28,0,0,2102_C
JE-1686,2018-06-12,1102,49224.52,6,7,2018-06-01 – 2019-05-28,0,0,1102_D
JE-1687,2018-11-19,2198,-36167.98,1,3,2018-11-01 – 2019-10-28,0,0,2198_C
JE-1687,2018-11-19,2156,-42526.23,1,3,2018-11-01 – 2019-10-28,0,0,2156_C
JE-1687,2018-11-19,2127,5180.26,1,3,2018-11-01 – 2019-10-28,0,0,2127_D
JE-1687,2018-11-19,3121,-5180.26,1,3,2018-11-01 – 2019-10-28,0,0,3121_C
JE-1687,2018-11-19,3161,42526.23,1,3,2018-11-01 – 2019-10-28,0,0,3161_D
JE-1687,2018-11-19,3195,36167.98,1,3,2018-11-01 – 2019-10-28,0,0,3195_D
JE-1688,2019-03-15,2228,-21983.7,3,4,2019-03-01 – 2020-02-28,0,0,2228_C
JE-1688,2019-03-15,1165,21983.7,3,4,2019-03-01 – 2020-02-28,0,0,1165_D
JE-1688,2019-03-15,2158,-7257.29,3,4,2019-03-01 – 2020-02-28,0,0,2158_C
JE-1688,2019-03-15,3227,7257.29,3,4,2019-03-01 – 2020-02-28,0,0,3227_D
JE-1689,2018-11-28,3167,-8502.22,7,4,2018-11-01 – 2019-10-28,0,0,3167_C
JE-1689,2018-11-28,1168,8502.22,7,4,2018-11-01 – 2019-10-28,0,0,1168_D
JE-1689,2018-11-28,3222,-41546.81,7,4,2018-11-01 – 2019-10-28,0,0,3222_C
JE-1689,2018-11-28,1146,10411.01,7,4,2018-11-01 – 2019-10-28,0,0,1146_D
JE-1689,2018-11-28,3138,-10411.01,7,4,2018-11-01 – 2019-10-28,0,0,3138_C
JE-1689,2018-11-28,2206,41546.81,7,4,2018-11-01 – 2019-10-28,0,0,2206_D
JE-1690,2019-11-23,3159,-42500.98,1,4,2019-11-01 – 2020-10-28,0,0,3159_C
JE-1690,2019-11-23,1148,42500.98,1,4,2019-11-01 – 2020-10-28,0,0,1148_D
JE-1690,2019-11-23,3137,-18134.51,1,4,2019-11-01 – 2020-10-28,0,0,3137_C
JE-1690,2019-11-23,3182,18134.51,1,4,2019-11-01 – 2020-10-28,0,0,3182_D
JE-1691,2019-11-15,2136,34343.37,4,2,2019-11-01 – 2020-10-28,0,0,2136_D
JE-1691,2019-11-15,1104,-34343.37,4,2,2019-11-01 – 2020-10-28,0,0,1104_C
JE-1691,2019-11-15,2290,30921.43,4,2,2019-11-01 – 2020-10-28,0,0,2290_D
JE-1691,2019-11-15,2235,-30921.43,4,2,2019-11-01 – 2020-10-28,0,0,2235_C
JE-1691,2019-11-15,2249,-38596.72,4,2,2019-11-01 – 2020-10-28,0,0,2249_C
JE-1691,2019-11-15,1102,38596.72,4,2,2019-11-01 – 2020-10-28,0,0,1102_D
JE-1692,2018-11-26,3140,20096.78,1,6,2018-11-01 – 2019-10-28,0,0,3140_D
JE-1692,2018-11-26,2143,-20096.78,1,6,2018-11-01 – 2019-10-28,0,0,2143_C
JE-1692,2018-11-26,1117,-42060.14,1,6,2018-11-01 – 2019-10-28,0,0,1117_C
JE-1692,2018-11-26,2218,44267.29,1,6,2018-11-01 – 2019-10-28,0,0,2218_D
JE-1692,2018-11-26,1198,-44267.29,1,6,2018-11-01 – 2019-10-28,0,0,1198_C
JE-1692,2018-11-26,2158,42060.14,1,6,2018-11-01 – 2019-10-28,0,0,2158_D
JE-1693,2019-06-01,2237,-8847.35,7,4,2019-06-01 – 2020-05-28,0,0,2237_C
JE-1693,2019-06-01,2262,-33735.59,7,4,2019-06-01 – 2020-05-28,0,0,2262_C
JE-1693,2019-06-01,2101,8847.35,7,4,2019-06-01 – 2020-05-28,0,0,2101_D
JE-1693,2019-06-01,1185,33735.59,7,4,2019-06-01 – 2020-05-28,0,0,1185_D
JE-1694,2018-01-19,1180,-41298.56,4,6,2018-01-01 – 2019-12-28,0,0,1180_C
JE-1694,2018-01-19,2219,41298.56,4,6,2018-01-01 – 2019-12-28,0,0,2219_D
JE-1694,2018-01-19,3114,15459.27,4,6,2018-01-01 – 2019-12-28,0,0,3114_D
JE-1694,2018-01-19,2250,18053.88,4,6,2018-01-01 – 2019-12-28,0,0,2250_D
JE-1694,2018-01-19,3208,-18053.88,4,6,2018-01-01 – 2019-12-28,0,0,3208_C
JE-1694,2018-01-19,2115,-15459.27,4,6,2018-01-01 – 2019-12-28,0,0,2115_C
JE-1695,2019-09-20,3135,41425.13,4,4,2019-09-01 – 2020-08-28,0,0,3135_D
JE-1695,2019-09-20,3190,-41425.13,4,4,2019-09-01 – 2020-08-28,0,0,3190_C
JE-1696,2018-07-07,3166,9344.69,4,2,2018-07-01 – 2019-06-28,0,0,3166_D
JE-1696,2018-07-07,3119,26536.48,4,2,2018-07-01 – 2019-06-28,0,0,3119_D
JE-1696,2018-07-07,3204,-26536.48,4,2,2018-07-01 – 2019-06-28,0,0,3204_C
JE-1696,2018-07-07,2214,-9344.69,4,2,2018-07-01 – 2019-06-28,0,0,2214_C
JE-1697,2018-04-27,2137,-24211.28,5,1,2018-04-01 – 2019-03-28,0,0,2137_C
JE-1697,2018-04-27,3143,36106.06,5,1,2018-04-01 – 2019-03-28,0,0,3143_D
JE-1697,2018-04-27,2186,-26500.06,5,1,2018-04-01 – 2019-03-28,0,0,2186_C
JE-1697,2018-04-27,2111,24211.28,5,1,2018-04-01 – 2019-03-28,0,0,2111_D
JE-1697,2018-04-27,2147,-36106.06,5,1,2018-04-01 – 2019-03-28,0,0,2147_C
JE-1697,2018-04-27,2289,26500.06,5,1,2018-04-01 – 2019-03-28,0,0,2289_D
JE-1698,2018-09-16,2186,-18551.43,7,1,2018-09-01 – 2019-08-28,0,0,2186_C
JE-1698,2018-09-16,3221,18551.43,7,1,2018-09-01 – 2019-08-28,0,0,3221_D
JE-1698,2018-09-16,2262,-3275.16,7,1,2018-09-01 – 2019-08-28,0,0,2262_C
JE-1698,2018-09-16,2219,3275.16,7,1,2018-09-01 – 2019-08-28,0,0,2219_D
JE-1699,2018-09-29,2242,-27053.03,5,3,2018-09-01 – 2019-08-28,0,0,2242_C
JE-1699,2018-09-29,1146,27053.03,5,3,2018-09-01 – 2019-08-28,0,0,1146_D
JE-1700,2018-05-11,3206,-13144.85,1,3,2018-05-01 – 2019-04-28,0,0,3206_C
JE-1700,2018-05-11,2155,-36363.16,1,3,2018-05-01 – 2019-04-28,0,0,2155_C
JE-1700,2018-05-11,2112,23408.39,1,3,2018-05-01 – 2019-04-28,0,0,2112_D
JE-1700,2018-05-11,1131,36363.16,1,3,2018-05-01 – 2019-04-28,0,0,1131_D
JE-1700,2018-05-11,1112,13144.85,1,3,2018-05-01 – 2019-04-28,0,0,1112_D
JE-1700,2018-05-11,2229,-23408.39,1,3,2018-05-01 – 2019-04-28,0,0,2229_C
JE-1701,2019-10-11,1138,31162.45,5,8,2019-10-01 – 2020-09-28,0,0,1138_D
JE-1701,2019-10-11,2298,-8949.88,5,8,2019-10-01 – 2020-09-28,0,0,2298_C
JE-1701,2019-10-11,2217,-31162.45,5,8,2019-10-01 – 2020-09-28,0,0,2217_C
JE-1701,2019-10-11,3202,-38531.63,5,8,2019-10-01 – 2020-09-28,0,0,3202_C
JE-1701,2019-10-11,2199,8949.88,5,8,2019-10-01 – 2020-09-28,0,0,2199_D
JE-1701,2019-10-11,1150,38531.63,5,8,2019-10-01 – 2020-09-28,0,0,1150_D
JE-1702,2018-04-07,1174,-31478.24,4,4,2018-04-01 – 2019-03-28,0,0,1174_C
JE-1702,2018-04-07,2283,31478.24,4,4,2018-04-01 – 2019-03-28,0,0,2283_D
JE-1702,2018-04-07,3192,10653.79,4,4,2018-04-01 – 2019-03-28,0,0,3192_D
JE-1702,2018-04-07,2100,-27861.41,4,4,2018-04-01 – 2019-03-28,0,0,2100_C
JE-1702,2018-04-07,1125,27861.41,4,4,2018-04-01 – 2019-03-28,0,0,1125_D
JE-1702,2018-04-07,2164,-10653.79,4,4,2018-04-01 – 2019-03-28,0,0,2164_C
JE-1703,2018-01-11,3175,-27452.9,6,5,2018-01-01 – 2019-12-28,0,0,3175_C
JE-1703,2018-01-11,2285,42074.15,6,5,2018-01-01 – 2019-12-28,0,0,2285_D
JE-1703,2018-01-11,2267,27452.9,6,5,2018-01-01 – 2019-12-28,0,0,2267_D
JE-1703,2018-01-11,2149,-42074.15,6,5,2018-01-01 – 2019-12-28,0,0,2149_C
JE-1704,2018-10-08,3180,-40581.0,6,7,2018-10-01 – 2019-09-28,0,0,3180_C
JE-1704,2018-10-08,2294,34985.98,6,7,2018-10-01 – 2019-09-28,0,0,2294_D
JE-1704,2018-10-08,3142,40581.0,6,7,2018-10-01 – 2019-09-28,0,0,3142_D
JE-1704,2018-10-08,2210,-34985.98,6,7,2018-10-01 – 2019-09-28,0,0,2210_C
JE-1705,2019-03-03,2206,-47673.12,1,3,2019-03-01 – 2020-02-28,0,0,2206_C
JE-1705,2019-03-03,3108,-11691.86,1,3,2019-03-01 – 2020-02-28,0,0,3108_C
JE-1705,2019-03-03,2258,11691.86,1,3,2019-03-01 – 2020-02-28,0,0,2258_D
JE-1705,2019-03-03,2288,47673.12,1,3,2019-03-01 – 2020-02-28,0,0,2288_D
JE-1706,2019-09-19,1104,-20646.96,6,4,2019-09-01 – 2020-08-28,0,0,1104_C
JE-1706,2019-09-19,2267,32026.73,6,4,2019-09-01 – 2020-08-28,0,0,2267_D
JE-1706,2019-09-19,2102,-6657.86,6,4,2019-09-01 – 2020-08-28,0,0,2102_C
JE-1706,2019-09-19,1175,6657.86,6,4,2019-09-01 – 2020-08-28,0,0,1175_D
JE-1706,2019-09-19,2133,-32026.73,6,4,2019-09-01 – 2020-08-28,0,0,2133_C
JE-1706,2019-09-19,1121,20646.96,6,4,2019-09-01 – 2020-08-28,0,0,1121_D
